Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
35	39.4729202451	40.0	40.0	40.0	39.0	40.0	BC14_run2
36	38.917884471	40.0	40.0	40.0	39.0	40.0	BC14_run2
37	39.1191417751	40.0	40.0	40.0	39.0	40.0	BC14_run2
38	39.4320912494	40.0	40.0	40.0	39.0	40.0	BC14_run2
39	39.5986413103	40.0	40.0	40.0	39.0	40.0	BC14_run2
40	39.5508214702	40.0	40.0	40.0	39.0	40.0	BC14_run2
41	39.6036807982	40.0	40.0	40.0	39.0	40.0	BC14_run2
42	39.5874152678	40.0	40.0	40.0	39.0	40.0	BC14_run2
43	39.5610312509	40.0	40.0	40.0	39.0	40.0	BC14_run2
44	39.5918379168	40.0	40.0	40.0	39.0	40.0	BC14_run2
45	39.584199564	40.0	40.0	40.0	39.0	40.0	BC14_run2
46	39.469080395	40.0	40.0	40.0	39.0	40.0	BC14_run2
47	39.525709892	40.0	40.0	40.0	39.0	40.0	BC14_run2
48	39.4020819428	40.0	40.0	40.0	39.0	40.0	BC14_run2
49	39.5304121823	40.0	40.0	40.0	39.0	40.0	BC14_run2
50	39.4592074845	40.0	40.0	40.0	39.0	40.0	BC14_run2
51	39.5761613984	40.0	40.0	40.0	39.0	40.0	BC14_run2
52	39.5532444398	40.0	40.0	40.0	39.0	40.0	BC14_run2
53	39.5794672105	40.0	40.0	40.0	39.0	40.0	BC14_run2
54	39.5201932104	40.0	40.0	40.0	39.0	40.0	BC14_run2
55	39.5385202969	40.0	40.0	40.0	39.0	40.0	BC14_run2
56	39.525531766	40.0	40.0	40.0	39.0	40.0	BC14_run2
57	39.5894393978	40.0	40.0	40.0	39.0	40.0	BC14_run2
58	39.4943186698	40.0	40.0	40.0	39.0	40.0	BC14_run2
59	39.6377972595	40.0	40.0	40.0	39.0	40.0	BC14_run2
60	39.615509156	40.0	40.0	40.0	39.0	40.0	BC14_run2
61	39.5783466691	40.0	40.0	40.0	39.0	40.0	BC14_run2
62	39.6016584031	40.0	40.0	40.0	39.0	40.0	BC14_run2
63	39.5888157314	40.0	40.0	40.0	39.0	40.0	BC14_run2
64	39.6092491009	40.0	40.0	40.0	39.0	40.0	BC14_run2
65	39.5898604629	40.0	40.0	40.0	39.0	40.0	BC14_run2
66	39.5989457356	40.0	40.0	40.0	39.0	40.0	BC14_run2
67	39.5700275969	40.0	40.0	40.0	39.0	40.0	BC14_run2
68	39.581357239	40.0	40.0	40.0	39.0	40.0	BC14_run2
69	39.5412442221	40.0	40.0	40.0	39.0	40.0	BC14_run2
70	39.5396900174	40.0	40.0	40.0	39.0	40.0	BC14_run2
71	39.5453900806	40.0	40.0	40.0	39.0	40.0	BC14_run2
72	39.5456668492	40.0	40.0	40.0	39.0	40.0	BC14_run2
73	39.543533709	40.0	40.0	40.0	39.0	40.0	BC14_run2
74	39.5583363832	40.0	40.0	40.0	39.0	40.0	BC14_run2
75	39.5037081311	40.0	40.0	40.0	39.0	40.0	BC14_run2
1	34.9001885296	35.0	35.0	35.0	35.0	35.0	BC16_run1
2	34.9042385552	35.0	35.0	35.0	35.0	35.0	BC16_run1
3	34.8791639821	35.0	35.0	35.0	35.0	35.0	BC16_run1
4	34.9001351744	35.0	35.0	35.0	35.0	35.0	BC16_run1
5	34.9011360278	35.0	35.0	35.0	35.0	35.0	BC16_run1
6	39.4767421061	40.0	39.0	40.0	39.0	40.0	BC16_run1
7	39.6639494955	40.0	40.0	40.0	39.0	40.0	BC16_run1
8	39.7621903595	40.0	40.0	40.0	39.0	40.0	BC16_run1
9	39.8010691386	40.0	40.0	40.0	40.0	40.0	BC16_run1
10	39.8132937472	40.0	40.0	40.0	40.0	40.0	BC16_run1
11	39.8175913835	40.0	40.0	40.0	40.0	40.0	BC16_run1
12	39.8302451996	40.0	40.0	40.0	40.0	40.0	BC16_run1
13	39.8214224281	40.0	40.0	40.0	40.0	40.0	BC16_run1
14	39.8188358253	40.0	40.0	40.0	40.0	40.0	BC16_run1
15	39.8052620757	40.0	40.0	40.0	40.0	40.0	BC16_run1
16	39.8116538145	40.0	40.0	40.0	40.0	40.0	BC16_run1
17	39.7994005763	40.0	40.0	40.0	40.0	40.0	BC16_run1
18	39.8157719833	40.0	40.0	40.0	40.0	40.0	BC16_run1
19	39.814935691	40.0	40.0	40.0	40.0	40.0	BC16_run1
20	39.8257887991	40.0	40.0	40.0	40.0	40.0	BC16_run1
21	39.8331351344	40.0	40.0	40.0	40.0	40.0	BC16_run1
22	39.8199941416	40.0	40.0	40.0	40.0	40.0	BC16_run1
23	39.8216169201	40.0	40.0	40.0	40.0	40.0	BC16_run1
24	39.8283958685	40.0	40.0	40.0	40.0	40.0	BC16_run1
25	39.8096356633	40.0	40.0	40.0	40.0	40.0	BC16_run1
26	39.813817929	40.0	40.0	40.0	40.0	40.0	BC16_run1
27	39.8126698271	40.0	40.0	40.0	40.0	40.0	BC16_run1
28	39.8018036408	40.0	40.0	40.0	40.0	40.0	BC16_run1
29	39.8026378247	40.0	40.0	40.0	40.0	40.0	BC16_run1
30	39.7966663788	40.0	40.0	40.0	40.0	40.0	BC16_run1
31	39.7984262061	40.0	40.0	40.0	40.0	40.0	BC16_run1
32	39.8081419087	40.0	40.0	40.0	40.0	40.0	BC16_run1
33	39.8113404786	40.0	40.0	40.0	40.0	40.0	BC16_run1
34	39.8136402566	40.0	40.0	40.0	40.0	40.0	BC16_run1
35	39.809969309	40.0	40.0	40.0	40.0	40.0	BC16_run1
36	39.8065372041	40.0	40.0	40.0	40.0	40.0	BC16_run1
37	39.8022825368	40.0	40.0	40.0	40.0	40.0	BC16_run1
38	39.7929314886	40.0	40.0	40.0	40.0	40.0	BC16_run1
39	39.8013975958	40.0	40.0	40.0	40.0	40.0	BC16_run1
40	39.8039889313	40.0	40.0	40.0	40.0	40.0	BC16_run1
41	39.7994896583	40.0	40.0	40.0	40.0	40.0	BC16_run1
42	39.7925397459	40.0	40.0	40.0	40.0	40.0	BC16_run1
43	39.7987559334	40.0	40.0	40.0	40.0	40.0	BC16_run1
44	39.8001549125	40.0	40.0	40.0	40.0	40.0	BC16_run1
45	39.7955130096	40.0	40.0	40.0	40.0	40.0	BC16_run1
46	39.7836328452	40.0	40.0	40.0	40.0	40.0	BC16_run1
47	39.7839317549	40.0	40.0	40.0	40.0	40.0	BC16_run1
48	39.7809960408	40.0	40.0	40.0	40.0	40.0	BC16_run1
49	39.7755952966	40.0	40.0	40.0	40.0	40.0	BC16_run1
50	39.7700697084	40.0	40.0	40.0	40.0	40.0	BC16_run1
51	39.7633292673	40.0	40.0	40.0	40.0	40.0	BC16_run1
52	39.7705165177	40.0	40.0	40.0	40.0	40.0	BC16_run1
53	39.764121424	40.0	40.0	40.0	40.0	40.0	BC16_run1
54	39.7674154427	40.0	40.0	40.0	40.0	40.0	BC16_run1
55	39.7585584294	40.0	40.0	40.0	40.0	40.0	BC16_run1
56	39.7625320539	40.0	40.0	40.0	40.0	40.0	BC16_run1
57	39.760743499	40.0	40.0	40.0	40.0	40.0	BC16_run1
58	39.7538038409	40.0	40.0	40.0	40.0	40.0	BC16_run1
59	39.7558848852	40.0	40.0	40.0	40.0	40.0	BC16_run1
60	39.7555381474	40.0	40.0	40.0	40.0	40.0	BC16_run1
61	39.7461943063	40.0	40.0	40.0	40.0	40.0	BC16_run1
62	39.7429416111	40.0	40.0	40.0	40.0	40.0	BC16_run1
63	39.7358607944	40.0	40.0	40.0	40.0	40.0	BC16_run1
64	39.7268943696	40.0	40.0	40.0	40.0	40.0	BC16_run1
65	39.7343037652	40.0	40.0	40.0	40.0	40.0	BC16_run1
66	39.7210975268	40.0	40.0	40.0	40.0	40.0	BC16_run1
67	39.725561534	40.0	40.0	40.0	39.0	40.0	BC16_run1
68	39.722152135	40.0	40.0	40.0	39.0	40.0	BC16_run1
69	39.7190360923	40.0	40.0	40.0	39.0	40.0	BC16_run1
70	39.7200828479	40.0	40.0	40.0	39.0	40.0	BC16_run1
71	39.7176275546	40.0	40.0	40.0	39.0	40.0	BC16_run1
72	39.697668698	40.0	40.0	40.0	39.0	40.0	BC16_run1
73	39.689166082	40.0	40.0	40.0	39.0	40.0	BC16_run1
74	39.6959764347	40.0	40.0	40.0	39.0	40.0	BC16_run1
75	39.685677379	40.0	40.0	40.0	39.0	40.0	BC16_run1
1	34.8541571097	35.0	35.0	35.0	35.0	35.0	BC14_run1
2	34.8421821457	35.0	35.0	35.0	35.0	35.0	BC14_run1
3	34.8476074383	35.0	35.0	35.0	35.0	35.0	BC14_run1
4	34.8332571416	35.0	35.0	35.0	35.0	35.0	BC14_run1
5	34.8217644317	35.0	35.0	35.0	35.0	35.0	BC14_run1
6	39.2665475257	40.0	39.0	40.0	38.0	40.0	BC14_run1
7	39.5105850152	40.0	40.0	40.0	39.0	40.0	BC14_run1
8	39.5855983862	40.0	40.0	40.0	39.0	40.0	BC14_run1
9	39.5669447974	40.0	40.0	40.0	39.0	40.0	BC14_run1
10	39.6508477631	40.0	40.0	40.0	39.0	40.0	BC14_run1
11	39.6829209642	40.0	40.0	40.0	39.0	40.0	BC14_run1
12	39.5844716292	40.0	40.0	40.0	39.0	40.0	BC14_run1
13	39.669598067	40.0	40.0	40.0	39.0	40.0	BC14_run1
14	39.6666302884	40.0	40.0	40.0	39.0	40.0	BC14_run1
15	39.6405502506	40.0	40.0	40.0	39.0	40.0	BC14_run1
16	39.6792949419	40.0	40.0	40.0	39.0	40.0	BC14_run1
17	39.6723660734	40.0	40.0	40.0	39.0	40.0	BC14_run1
18	39.7070550737	40.0	40.0	40.0	39.0	40.0	BC14_run1
19	39.5577959745	40.0	40.0	40.0	39.0	40.0	BC14_run1
20	39.6729408146	40.0	40.0	40.0	39.0	40.0	BC14_run1
21	39.7244038018	40.0	40.0	40.0	39.0	40.0	BC14_run1
22	39.7250850353	40.0	40.0	40.0	39.0	40.0	BC14_run1
23	39.6483165236	40.0	40.0	40.0	39.0	40.0	BC14_run1
24	39.6910104135	40.0	40.0	40.0	39.0	40.0	BC14_run1
25	39.6367091297	40.0	40.0	40.0	39.0	40.0	BC14_run1
26	39.6750031751	40.0	40.0	40.0	39.0	40.0	BC14_run1
27	39.642895948	40.0	40.0	40.0	39.0	40.0	BC14_run1
28	39.6740026376	40.0	40.0	40.0	39.0	40.0	BC14_run1
29	39.5871483336	40.0	40.0	40.0	39.0	40.0	BC14_run1
30	39.6284881296	40.0	40.0	40.0	39.0	40.0	BC14_run1
31	39.4931239229	40.0	40.0	40.0	39.0	40.0	BC14_run1
32	39.6193035939	40.0	40.0	40.0	39.0	40.0	BC14_run1
33	39.6031466746	40.0	40.0	40.0	39.0	40.0	BC14_run1
34	39.6502727849	40.0	40.0	40.0	39.0	40.0	BC14_run1
35	39.5701391793	40.0	40.0	40.0	39.0	40.0	BC14_run1
36	38.9811478739	40.0	40.0	40.0	39.0	40.0	BC14_run1
37	39.233409322	40.0	40.0	40.0	39.0	40.0	BC14_run1
38	39.4739158566	40.0	40.0	40.0	39.0	40.0	BC14_run1
39	39.6183568179	40.0	40.0	40.0	39.0	40.0	BC14_run1
40	39.5698344164	40.0	40.0	40.0	39.0	40.0	BC14_run1
41	39.6069939282	40.0	40.0	40.0	39.0	40.0	BC14_run1
42	39.5954259067	40.0	40.0	40.0	39.0	40.0	BC14_run1
43	39.5826141223	40.0	40.0	40.0	39.0	40.0	BC14_run1
44	39.614484172	40.0	40.0	40.0	39.0	40.0	BC14_run1
45	39.5956557624	40.0	40.0	40.0	39.0	40.0	BC14_run1
46	39.481009163	40.0	40.0	40.0	39.0	40.0	BC14_run1
47	39.5282908437	40.0	40.0	40.0	39.0	40.0	BC14_run1
48	39.4088907469	40.0	40.0	40.0	39.0	40.0	BC14_run1
49	39.5105551035	40.0	40.0	40.0	39.0	40.0	BC14_run1
50	39.461451131	40.0	40.0	40.0	39.0	40.0	BC14_run1
51	39.5439003565	40.0	40.0	40.0	39.0	40.0	BC14_run1
52	39.5495713569	40.0	40.0	40.0	39.0	40.0	BC14_run1
53	39.5687466012	40.0	40.0	40.0	39.0	40.0	BC14_run1
54	39.5429441658	40.0	40.0	40.0	39.0	40.0	BC14_run1
55	39.527488845	40.0	40.0	40.0	39.0	40.0	BC14_run1
56	39.5159669274	40.0	40.0	40.0	39.0	40.0	BC14_run1
57	39.5687947425	40.0	40.0	40.0	39.0	40.0	BC14_run1
58	39.4917880239	40.0	40.0	40.0	39.0	40.0	BC14_run1
59	39.6112447005	40.0	40.0	40.0	39.0	40.0	BC14_run1
60	39.589761344	40.0	40.0	40.0	39.0	40.0	BC14_run1
61	39.549236096	40.0	40.0	40.0	39.0	40.0	BC14_run1
62	39.5872647215	40.0	40.0	40.0	39.0	40.0	BC14_run1
63	39.5539290726	40.0	40.0	40.0	39.0	40.0	BC14_run1
64	39.5595002795	40.0	40.0	40.0	39.0	40.0	BC14_run1
65	39.5557745884	40.0	40.0	40.0	39.0	40.0	BC14_run1
66	39.5521490807	40.0	40.0	40.0	39.0	40.0	BC14_run1
67	39.5377344233	40.0	40.0	40.0	39.0	40.0	BC14_run1
68	39.5488182735	40.0	40.0	40.0	39.0	40.0	BC14_run1
69	39.5134735545	40.0	40.0	40.0	39.0	40.0	BC14_run1
70	39.521976193	40.0	40.0	40.0	39.0	40.0	BC14_run1
71	39.5107145627	40.0	40.0	40.0	39.0	40.0	BC14_run1
72	39.4989362452	40.0	40.0	40.0	39.0	40.0	BC14_run1
73	39.5018948104	40.0	40.0	40.0	39.0	40.0	BC14_run1
74	39.530689591	40.0	40.0	40.0	39.0	40.0	BC14_run1
75	39.4656968172	40.0	40.0	40.0	39.0	40.0	BC14_run1
1	34.6719431821	35.0	35.0	35.0	35.0	35.0	BC14_run3
2	34.6120860263	35.0	35.0	35.0	34.0	35.0	BC14_run3
3	34.6952544384	35.0	35.0	35.0	34.0	35.0	BC14_run3
4	34.6232935282	35.0	35.0	35.0	34.0	35.0	BC14_run3
5	34.543246068	35.0	35.0	35.0	34.0	35.0	BC14_run3
6	39.0261216771	40.0	39.0	40.0	38.0	40.0	BC14_run3
7	39.165507776	40.0	39.0	40.0	38.0	40.0	BC14_run3
8	39.2526418304	40.0	39.0	40.0	39.0	40.0	BC14_run3
9	39.1191523432	40.0	39.0	40.0	38.0	40.0	BC14_run3
10	39.3019397755	40.0	39.0	40.0	39.0	40.0	BC14_run3
11	39.3423661531	40.0	39.0	40.0	39.0	40.0	BC14_run3
12	39.1400621989	40.0	39.0	40.0	38.0	40.0	BC14_run3
13	39.328184854	40.0	39.0	40.0	39.0	40.0	BC14_run3
14	39.2583675342	40.0	39.0	40.0	38.0	40.0	BC14_run3
15	39.2936666752	40.0	39.0	40.0	39.0	40.0	BC14_run3
16	39.3694298513	40.0	39.0	40.0	39.0	40.0	BC14_run3
17	39.4074820576	40.0	39.0	40.0	39.0	40.0	BC14_run3
18	39.4638955643	40.0	40.0	40.0	39.0	40.0	BC14_run3
19	39.0772538405	40.0	39.0	40.0	38.0	40.0	BC14_run3
20	39.3352569644	40.0	39.0	40.0	39.0	40.0	BC14_run3
21	39.4231215775	40.0	39.0	40.0	39.0	40.0	BC14_run3
22	39.438132504	40.0	40.0	40.0	39.0	40.0	BC14_run3
23	39.26609315	40.0	39.0	40.0	39.0	40.0	BC14_run3
24	39.3668326308	40.0	39.0	40.0	39.0	40.0	BC14_run3
25	39.2534007773	40.0	39.0	40.0	38.0	40.0	BC14_run3
26	39.3454072084	40.0	39.0	40.0	39.0	40.0	BC14_run3
27	39.3219157447	40.0	39.0	40.0	39.0	40.0	BC14_run3
28	39.3685595202	40.0	39.0	40.0	39.0	40.0	BC14_run3
29	39.2268192058	40.0	39.0	40.0	38.0	40.0	BC14_run3
30	39.3007898225	40.0	39.0	40.0	39.0	40.0	BC14_run3
31	39.1199431779	40.0	39.0	40.0	38.0	40.0	BC14_run3
32	39.2536182305	40.0	39.0	40.0	38.0	40.0	BC14_run3
33	39.1977690965	40.0	39.0	40.0	38.0	40.0	BC14_run3
34	39.283821158	40.0	39.0	40.0	39.0	40.0	BC14_run3
35	39.1932582722	40.0	39.0	40.0	38.0	40.0	BC14_run3
36	38.6535014503	40.0	39.0	40.0	38.0	40.0	BC14_run3
37	38.771817674	40.0	39.0	40.0	37.0	40.0	BC14_run3
38	39.0677151459	40.0	39.0	40.0	38.0	40.0	BC14_run3
39	39.2879895767	40.0	39.0	40.0	38.0	40.0	BC14_run3
40	39.1002775655	40.0	39.0	40.0	38.0	40.0	BC14_run3
41	39.1691794727	40.0	39.0	40.0	38.0	40.0	BC14_run3
42	39.2112085654	40.0	39.0	40.0	38.0	40.0	BC14_run3
43	39.1329056641	40.0	39.0	40.0	38.0	40.0	BC14_run3
44	39.2577609593	40.0	39.0	40.0	39.0	40.0	BC14_run3
45	39.2015609515	40.0	39.0	40.0	38.0	40.0	BC14_run3
46	38.9531257773	40.0	39.0	40.0	38.0	40.0	BC14_run3
47	39.0986186588	40.0	39.0	40.0	38.0	40.0	BC14_run3
48	38.9143152005	40.0	39.0	40.0	38.0	40.0	BC14_run3
49	39.097193275	40.0	39.0	40.0	38.0	40.0	BC14_run3
50	38.9792057919	40.0	39.0	40.0	38.0	40.0	BC14_run3
51	39.1176979113	40.0	39.0	40.0	38.0	40.0	BC14_run3
52	39.15994757	40.0	39.0	40.0	38.0	40.0	BC14_run3
53	39.2178825126	40.0	39.0	40.0	38.0	40.0	BC14_run3
54	39.2104294724	40.0	39.0	40.0	39.0	40.0	BC14_run3
55	39.1998322343	40.0	39.0	40.0	38.0	40.0	BC14_run3
56	39.1231312002	40.0	39.0	40.0	38.0	40.0	BC14_run3
57	39.2388305685	40.0	39.0	40.0	39.0	40.0	BC14_run3
58	39.1453292497	40.0	39.0	40.0	38.0	40.0	BC14_run3
59	39.2797423595	40.0	39.0	40.0	39.0	40.0	BC14_run3
60	39.2495193945	40.0	39.0	40.0	39.0	40.0	BC14_run3
61	39.2241048095	40.0	39.0	40.0	39.0	40.0	BC14_run3
62	39.268927629	40.0	39.0	40.0	39.0	40.0	BC14_run3
63	39.23915312	40.0	39.0	40.0	39.0	40.0	BC14_run3
64	39.230026508	40.0	39.0	40.0	39.0	40.0	BC14_run3
65	39.2140270471	40.0	39.0	40.0	39.0	40.0	BC14_run3
66	39.2129555242	40.0	39.0	40.0	39.0	40.0	BC14_run3
67	39.1897497679	40.0	39.0	40.0	39.0	40.0	BC14_run3
68	39.2104914845	40.0	39.0	40.0	38.0	40.0	BC14_run3
69	39.1671973275	40.0	39.0	40.0	38.0	40.0	BC14_run3
70	39.1621900068	40.0	39.0	40.0	38.0	40.0	BC14_run3
71	39.142329063	40.0	39.0	40.0	38.0	40.0	BC14_run3
72	39.1452254854	40.0	39.0	40.0	38.0	40.0	BC14_run3
73	39.1559415901	40.0	39.0	40.0	38.0	40.0	BC14_run3
74	39.1791118253	40.0	39.0	40.0	38.0	40.0	BC14_run3
75	39.1357166804	40.0	39.0	40.0	38.0	40.0	BC14_run3
1	34.7351549171	35.0	35.0	35.0	35.0	35.0	BC15_run3
2	34.752717056	35.0	35.0	35.0	35.0	35.0	BC15_run3
3	34.7698472176	35.0	35.0	35.0	35.0	35.0	BC15_run3
4	34.7645095037	35.0	35.0	35.0	35.0	35.0	BC15_run3
5	34.7355042224	35.0	35.0	35.0	35.0	35.0	BC15_run3
6	39.3449117381	40.0	39.0	40.0	39.0	40.0	BC15_run3
7	39.4687977554	40.0	39.0	40.0	39.0	40.0	BC15_run3
8	39.5739951476	40.0	40.0	40.0	39.0	40.0	BC15_run3
9	39.6079456081	40.0	40.0	40.0	39.0	40.0	BC15_run3
10	39.6359828055	40.0	40.0	40.0	39.0	40.0	BC15_run3
11	39.6421358807	40.0	40.0	40.0	39.0	40.0	BC15_run3
12	39.6389116693	40.0	40.0	40.0	39.0	40.0	BC15_run3
13	39.6320303224	40.0	40.0	40.0	39.0	40.0	BC15_run3
14	39.6276748917	40.0	40.0	40.0	39.0	40.0	BC15_run3
15	39.6297142417	40.0	40.0	40.0	39.0	40.0	BC15_run3
16	39.6280551202	40.0	40.0	40.0	39.0	40.0	BC15_run3
17	39.6333587555	40.0	40.0	40.0	39.0	40.0	BC15_run3
18	39.6378066401	40.0	40.0	40.0	39.0	40.0	BC15_run3
19	39.6308053871	40.0	40.0	40.0	39.0	40.0	BC15_run3
20	39.6309123559	40.0	40.0	40.0	39.0	40.0	BC15_run3
21	39.6357900091	40.0	40.0	40.0	39.0	40.0	BC15_run3
22	39.6216660193	40.0	40.0	40.0	39.0	40.0	BC15_run3
23	39.6186248224	40.0	40.0	40.0	39.0	40.0	BC15_run3
24	39.6282261441	40.0	40.0	40.0	39.0	40.0	BC15_run3
25	39.6304920535	40.0	40.0	40.0	39.0	40.0	BC15_run3
26	39.6213072183	40.0	40.0	40.0	39.0	40.0	BC15_run3
27	39.6225088813	40.0	40.0	40.0	39.0	40.0	BC15_run3
28	39.6156689787	40.0	40.0	40.0	39.0	40.0	BC15_run3
29	39.6219283227	40.0	40.0	40.0	39.0	40.0	BC15_run3
30	39.6143902811	40.0	40.0	40.0	39.0	40.0	BC15_run3
31	39.6135158455	40.0	40.0	40.0	39.0	40.0	BC15_run3
32	39.6009252357	40.0	40.0	40.0	39.0	40.0	BC15_run3
33	39.5930301845	40.0	40.0	40.0	39.0	40.0	BC15_run3
34	39.5912493355	40.0	40.0	40.0	39.0	40.0	BC15_run3
35	39.5935983463	40.0	40.0	40.0	39.0	40.0	BC15_run3
36	39.5768156946	40.0	40.0	40.0	39.0	40.0	BC15_run3
37	39.5773384317	40.0	40.0	40.0	39.0	40.0	BC15_run3
38	39.584561296	40.0	40.0	40.0	39.0	40.0	BC15_run3
39	39.5875624881	40.0	40.0	40.0	39.0	40.0	BC15_run3
40	39.5804366538	40.0	40.0	40.0	39.0	40.0	BC15_run3
41	39.5782057839	40.0	40.0	40.0	39.0	40.0	BC15_run3
42	39.5708561116	40.0	40.0	40.0	39.0	40.0	BC15_run3
43	39.5651646411	40.0	40.0	40.0	39.0	40.0	BC15_run3
44	39.5717124485	40.0	40.0	40.0	39.0	40.0	BC15_run3
45	39.5593340433	40.0	40.0	40.0	39.0	40.0	BC15_run3
46	39.5392049122	40.0	40.0	40.0	39.0	40.0	BC15_run3
47	39.5455956884	40.0	40.0	40.0	39.0	40.0	BC15_run3
48	39.53820126	40.0	40.0	40.0	39.0	40.0	BC15_run3
49	39.5374253261	40.0	40.0	40.0	39.0	40.0	BC15_run3
50	39.5326121139	40.0	40.0	40.0	39.0	40.0	BC15_run3
51	39.5311402701	40.0	40.0	40.0	39.0	40.0	BC15_run3
52	39.5171550251	40.0	40.0	40.0	39.0	40.0	BC15_run3
53	39.5176385407	40.0	40.0	40.0	39.0	40.0	BC15_run3
54	39.5127345836	40.0	40.0	40.0	39.0	40.0	BC15_run3
55	39.5113433482	40.0	40.0	40.0	39.0	40.0	BC15_run3
56	39.505447739	40.0	40.0	40.0	39.0	40.0	BC15_run3
57	39.5037613998	40.0	40.0	40.0	39.0	40.0	BC15_run3
58	39.4914033211	40.0	40.0	40.0	39.0	40.0	BC15_run3
59	39.4946027769	40.0	40.0	40.0	39.0	40.0	BC15_run3
60	39.4802735613	40.0	40.0	40.0	39.0	40.0	BC15_run3
61	39.4756524837	40.0	40.0	40.0	39.0	40.0	BC15_run3
62	39.4761468226	40.0	40.0	40.0	39.0	40.0	BC15_run3
63	39.4671741103	40.0	40.0	40.0	39.0	40.0	BC15_run3
64	39.4584233026	40.0	40.0	40.0	39.0	40.0	BC15_run3
65	39.4500115822	40.0	40.0	40.0	39.0	40.0	BC15_run3
66	39.4459379205	40.0	40.0	40.0	39.0	40.0	BC15_run3
67	39.4443360507	40.0	40.0	40.0	39.0	40.0	BC15_run3
68	39.4425024636	40.0	40.0	40.0	39.0	40.0	BC15_run3
69	39.4276674996	40.0	40.0	40.0	39.0	40.0	BC15_run3
70	39.4340453444	40.0	40.0	40.0	39.0	40.0	BC15_run3
71	39.4314240018	40.0	40.0	40.0	39.0	40.0	BC15_run3
72	39.4186753533	40.0	40.0	40.0	39.0	40.0	BC15_run3
73	39.4092501299	40.0	40.0	40.0	39.0	40.0	BC15_run3
74	39.4121805561	40.0	40.0	40.0	39.0	40.0	BC15_run3
75	39.4080109913	40.0	40.0	40.0	39.0	40.0	BC15_run3
1	34.7899287955	35.0	35.0	35.0	35.0	35.0	BC10_run2
2	34.8570862418	35.0	35.0	35.0	35.0	35.0	BC10_run2
3	34.8660623794	35.0	35.0	35.0	35.0	35.0	BC10_run2
4	34.8726950423	35.0	35.0	35.0	35.0	35.0	BC10_run2
5	34.859072802	35.0	35.0	35.0	35.0	35.0	BC10_run2
6	39.4983100094	40.0	40.0	40.0	39.0	40.0	BC10_run2
7	39.6171169629	40.0	40.0	40.0	39.0	40.0	BC10_run2
8	39.7329771238	40.0	40.0	40.0	39.0	40.0	BC10_run2
9	39.7567013689	40.0	40.0	40.0	39.0	40.0	BC10_run2
10	39.7893475535	40.0	40.0	40.0	40.0	40.0	BC10_run2
11	39.8028365457	40.0	40.0	40.0	40.0	40.0	BC10_run2
12	39.8064479926	40.0	40.0	40.0	40.0	40.0	BC10_run2
13	39.8032070759	40.0	40.0	40.0	40.0	40.0	BC10_run2
14	39.7895688406	40.0	40.0	40.0	40.0	40.0	BC10_run2
15	39.7772494707	40.0	40.0	40.0	40.0	40.0	BC10_run2
16	39.7080635599	40.0	40.0	40.0	40.0	40.0	BC10_run2
17	39.635857755	40.0	40.0	40.0	40.0	40.0	BC10_run2
18	39.6822837511	40.0	40.0	40.0	40.0	40.0	BC10_run2
19	39.7229080343	40.0	40.0	40.0	40.0	40.0	BC10_run2
20	39.7248315396	40.0	40.0	40.0	40.0	40.0	BC10_run2
21	39.7156581736	40.0	40.0	40.0	40.0	40.0	BC10_run2
22	39.7101406706	40.0	40.0	40.0	40.0	40.0	BC10_run2
23	39.7213270349	40.0	40.0	40.0	40.0	40.0	BC10_run2
24	39.7355971412	40.0	40.0	40.0	40.0	40.0	BC10_run2
25	39.7354668013	40.0	40.0	40.0	40.0	40.0	BC10_run2
26	39.7536420646	40.0	40.0	40.0	40.0	40.0	BC10_run2
27	39.7597550547	40.0	40.0	40.0	40.0	40.0	BC10_run2
28	39.7608856445	40.0	40.0	40.0	40.0	40.0	BC10_run2
29	39.7522311111	40.0	40.0	40.0	40.0	40.0	BC10_run2
30	39.7434332258	40.0	40.0	40.0	40.0	40.0	BC10_run2
31	39.7418340456	40.0	40.0	40.0	40.0	40.0	BC10_run2
32	39.7312256021	40.0	40.0	40.0	40.0	40.0	BC10_run2
33	39.6415615796	40.0	40.0	40.0	40.0	40.0	BC10_run2
34	39.6461295033	40.0	40.0	40.0	39.0	40.0	BC10_run2
35	39.6666914643	40.0	40.0	40.0	40.0	40.0	BC10_run2
36	39.6959128815	40.0	40.0	40.0	40.0	40.0	BC10_run2
37	39.67790704	40.0	40.0	40.0	40.0	40.0	BC10_run2
38	39.7216646967	40.0	40.0	40.0	40.0	40.0	BC10_run2
39	39.7341636862	40.0	40.0	40.0	40.0	40.0	BC10_run2
40	39.7402176778	40.0	40.0	40.0	39.0	40.0	BC10_run2
41	39.7416823517	40.0	40.0	40.0	39.0	40.0	BC10_run2
42	39.7263707316	40.0	40.0	40.0	39.0	40.0	BC10_run2
43	39.7272676984	40.0	40.0	40.0	39.0	40.0	BC10_run2
44	39.7313084405	40.0	40.0	40.0	39.0	40.0	BC10_run2
45	39.7278087755	40.0	40.0	40.0	39.0	40.0	BC10_run2
46	39.7139018014	40.0	40.0	40.0	39.0	40.0	BC10_run2
47	39.7210671009	40.0	40.0	40.0	39.0	40.0	BC10_run2
