Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
22	39.7170263747	40.0	40.0	40.0	39.0	40.0	BC11_run2
23	39.7277955029	40.0	40.0	40.0	39.0	40.0	BC11_run2
24	39.7437864555	40.0	40.0	40.0	40.0	40.0	BC11_run2
25	39.7447003927	40.0	40.0	40.0	40.0	40.0	BC11_run2
26	39.7605874956	40.0	40.0	40.0	40.0	40.0	BC11_run2
27	39.7691076217	40.0	40.0	40.0	40.0	40.0	BC11_run2
28	39.7670999482	40.0	40.0	40.0	40.0	40.0	BC11_run2
29	39.7567374928	40.0	40.0	40.0	40.0	40.0	BC11_run2
30	39.7505749173	40.0	40.0	40.0	40.0	40.0	BC11_run2
31	39.7453278234	40.0	40.0	40.0	40.0	40.0	BC11_run2
32	39.7330913956	40.0	40.0	40.0	40.0	40.0	BC11_run2
33	39.647536214	40.0	40.0	40.0	39.0	40.0	BC11_run2
34	39.6521414314	40.0	40.0	40.0	39.0	40.0	BC11_run2
35	39.6716120848	40.0	40.0	40.0	39.0	40.0	BC11_run2
36	39.7037185919	40.0	40.0	40.0	39.0	40.0	BC11_run2
37	39.6827407951	40.0	40.0	40.0	39.0	40.0	BC11_run2
38	39.724348681	40.0	40.0	40.0	39.0	40.0	BC11_run2
39	39.7360573051	40.0	40.0	40.0	39.0	40.0	BC11_run2
40	39.7456030662	40.0	40.0	40.0	39.0	40.0	BC11_run2
41	39.7451212787	40.0	40.0	40.0	39.0	40.0	BC11_run2
42	39.7328098905	40.0	40.0	40.0	39.0	40.0	BC11_run2
43	39.7347943606	40.0	40.0	40.0	39.0	40.0	BC11_run2
44	39.7394914816	40.0	40.0	40.0	39.0	40.0	BC11_run2
45	39.7380408408	40.0	40.0	40.0	39.0	40.0	BC11_run2
46	39.7262217728	40.0	40.0	40.0	39.0	40.0	BC11_run2
47	39.731896239	40.0	40.0	40.0	39.0	40.0	BC11_run2
48	39.7247900355	40.0	40.0	40.0	39.0	40.0	BC11_run2
49	39.7344821458	40.0	40.0	40.0	39.0	40.0	BC11_run2
50	39.7358928253	40.0	40.0	40.0	39.0	40.0	BC11_run2
51	39.725742943	40.0	40.0	40.0	39.0	40.0	BC11_run2
52	39.7136870514	40.0	40.0	40.0	39.0	40.0	BC11_run2
53	39.707484268	40.0	40.0	40.0	39.0	40.0	BC11_run2
54	39.6900386424	40.0	40.0	40.0	39.0	40.0	BC11_run2
55	39.7052575967	40.0	40.0	40.0	39.0	40.0	BC11_run2
56	39.7159017234	40.0	40.0	40.0	39.0	40.0	BC11_run2
57	39.7016329649	40.0	40.0	40.0	39.0	40.0	BC11_run2
58	39.6964907729	40.0	40.0	40.0	39.0	40.0	BC11_run2
59	39.696475788	40.0	40.0	40.0	39.0	40.0	BC11_run2
60	39.6971493341	40.0	40.0	40.0	39.0	40.0	BC11_run2
61	39.6813649966	40.0	40.0	40.0	39.0	40.0	BC11_run2
62	39.6659425979	40.0	40.0	40.0	39.0	40.0	BC11_run2
63	39.6742000838	40.0	40.0	40.0	39.0	40.0	BC11_run2
64	39.685530656	40.0	40.0	40.0	39.0	40.0	BC11_run2
65	39.6767690934	40.0	40.0	40.0	39.0	40.0	BC11_run2
66	39.6766341947	40.0	40.0	40.0	39.0	40.0	BC11_run2
67	39.6646480584	40.0	40.0	40.0	39.0	40.0	BC11_run2
68	39.6647781108	40.0	40.0	40.0	39.0	40.0	BC11_run2
69	39.6485454923	40.0	40.0	40.0	39.0	40.0	BC11_run2
70	39.6411868655	40.0	40.0	40.0	39.0	40.0	BC11_run2
71	39.6414782945	40.0	40.0	40.0	39.0	40.0	BC11_run2
72	39.6423562131	40.0	40.0	40.0	39.0	40.0	BC11_run2
73	39.6355094561	40.0	40.0	40.0	39.0	40.0	BC11_run2
74	39.6377074096	40.0	40.0	40.0	39.0	40.0	BC11_run2
75	39.6236593477	40.0	40.0	40.0	39.0	40.0	BC11_run2
1	34.8846853395	35.0	35.0	35.0	35.0	35.0	BC15_run1
2	34.8931054196	35.0	35.0	35.0	35.0	35.0	BC15_run1
3	34.8788523471	35.0	35.0	35.0	35.0	35.0	BC15_run1
4	34.8971375945	35.0	35.0	35.0	35.0	35.0	BC15_run1
5	34.9002301857	35.0	35.0	35.0	35.0	35.0	BC15_run1
6	39.4947045283	40.0	39.0	40.0	39.0	40.0	BC15_run1
7	39.672158552	40.0	40.0	40.0	39.0	40.0	BC15_run1
8	39.7611597886	40.0	40.0	40.0	39.0	40.0	BC15_run1
9	39.7946036739	40.0	40.0	40.0	40.0	40.0	BC15_run1
10	39.807529723	40.0	40.0	40.0	40.0	40.0	BC15_run1
11	39.8099276317	40.0	40.0	40.0	40.0	40.0	BC15_run1
12	39.8201420643	40.0	40.0	40.0	40.0	40.0	BC15_run1
13	39.8147554666	40.0	40.0	40.0	40.0	40.0	BC15_run1
14	39.8099176263	40.0	40.0	40.0	40.0	40.0	BC15_run1
15	39.7975429516	40.0	40.0	40.0	40.0	40.0	BC15_run1
16	39.8014094987	40.0	40.0	40.0	40.0	40.0	BC15_run1
17	39.789328367	40.0	40.0	40.0	40.0	40.0	BC15_run1
18	39.8060847897	40.0	40.0	40.0	40.0	40.0	BC15_run1
19	39.8019397848	40.0	40.0	40.0	40.0	40.0	BC15_run1
20	39.8130993425	40.0	40.0	40.0	40.0	40.0	BC15_run1
21	39.8209640461	40.0	40.0	40.0	40.0	40.0	BC15_run1
22	39.8047733131	40.0	40.0	40.0	40.0	40.0	BC15_run1
23	39.8080755558	40.0	40.0	40.0	40.0	40.0	BC15_run1
24	39.8146441758	40.0	40.0	40.0	40.0	40.0	BC15_run1
25	39.797077008	40.0	40.0	40.0	40.0	40.0	BC15_run1
26	39.7981437493	40.0	40.0	40.0	40.0	40.0	BC15_run1
27	39.7986968456	40.0	40.0	40.0	40.0	40.0	BC15_run1
28	39.784409561	40.0	40.0	40.0	40.0	40.0	BC15_run1
29	39.7848613472	40.0	40.0	40.0	40.0	40.0	BC15_run1
30	39.7741931059	40.0	40.0	40.0	40.0	40.0	BC15_run1
31	39.7782756164	40.0	40.0	40.0	40.0	40.0	BC15_run1
32	39.7830919567	40.0	40.0	40.0	40.0	40.0	BC15_run1
33	39.7858227806	40.0	40.0	40.0	40.0	40.0	BC15_run1
34	39.785497691	40.0	40.0	40.0	40.0	40.0	BC15_run1
35	39.7814200759	40.0	40.0	40.0	40.0	40.0	BC15_run1
36	39.7612452825	40.0	40.0	40.0	40.0	40.0	BC15_run1
37	39.7665839902	40.0	40.0	40.0	40.0	40.0	BC15_run1
38	39.7626371975	40.0	40.0	40.0	40.0	40.0	BC15_run1
39	39.7725423581	40.0	40.0	40.0	40.0	40.0	BC15_run1
40	39.7768182258	40.0	40.0	40.0	40.0	40.0	BC15_run1
41	39.7701169412	40.0	40.0	40.0	40.0	40.0	BC15_run1
42	39.7616358939	40.0	40.0	40.0	40.0	40.0	BC15_run1
43	39.7632096786	40.0	40.0	40.0	40.0	40.0	BC15_run1
44	39.7678567266	40.0	40.0	40.0	40.0	40.0	BC15_run1
45	39.7595855196	40.0	40.0	40.0	40.0	40.0	BC15_run1
46	39.7424541195	40.0	40.0	40.0	40.0	40.0	BC15_run1
47	39.7421440105	40.0	40.0	40.0	40.0	40.0	BC15_run1
48	39.736438414	40.0	40.0	40.0	40.0	40.0	BC15_run1
49	39.7334674509	40.0	40.0	40.0	40.0	40.0	BC15_run1
50	39.7249841324	40.0	40.0	40.0	40.0	40.0	BC15_run1
51	39.7219782692	40.0	40.0	40.0	40.0	40.0	BC15_run1
52	39.7228759989	40.0	40.0	40.0	40.0	40.0	BC15_run1
53	39.7155728541	40.0	40.0	40.0	40.0	40.0	BC15_run1
54	39.7187739655	40.0	40.0	40.0	40.0	40.0	BC15_run1
55	39.7136880413	40.0	40.0	40.0	40.0	40.0	BC15_run1
56	39.7152549641	40.0	40.0	40.0	39.0	40.0	BC15_run1
57	39.7140737318	40.0	40.0	40.0	39.0	40.0	BC15_run1
58	39.7059010194	40.0	40.0	40.0	39.0	40.0	BC15_run1
59	39.7110490619	40.0	40.0	40.0	40.0	40.0	BC15_run1
60	39.7095212571	40.0	40.0	40.0	39.0	40.0	BC15_run1
61	39.6981955065	40.0	40.0	40.0	39.0	40.0	BC15_run1
62	39.6953714864	40.0	40.0	40.0	39.0	40.0	BC15_run1
63	39.6839425922	40.0	40.0	40.0	39.0	40.0	BC15_run1
64	39.6721331037	40.0	40.0	40.0	39.0	40.0	BC15_run1
65	39.6781799081	40.0	40.0	40.0	39.0	40.0	BC15_run1
66	39.6675664817	40.0	40.0	40.0	39.0	40.0	BC15_run1
67	39.6780218103	40.0	40.0	40.0	39.0	40.0	BC15_run1
68	39.6676455001	40.0	40.0	40.0	39.0	40.0	BC15_run1
69	39.6575694996	40.0	40.0	40.0	39.0	40.0	BC15_run1
70	39.6656289331	40.0	40.0	40.0	39.0	40.0	BC15_run1
71	39.6608532215	40.0	40.0	40.0	39.0	40.0	BC15_run1
72	39.6369695211	40.0	40.0	40.0	39.0	40.0	BC15_run1
73	39.6258433666	40.0	40.0	40.0	39.0	40.0	BC15_run1
74	39.6370852982	40.0	40.0	40.0	39.0	40.0	BC15_run1
75	39.6250488119	40.0	40.0	40.0	39.0	40.0	BC15_run1
1	34.887609658	35.0	35.0	35.0	35.0	35.0	BC12_run1
2	34.8894531692	35.0	35.0	35.0	35.0	35.0	BC12_run1
3	34.8595040919	35.0	35.0	35.0	35.0	35.0	BC12_run1
4	34.8826940713	35.0	35.0	35.0	35.0	35.0	BC12_run1
5	34.8806909487	35.0	35.0	35.0	35.0	35.0	BC12_run1
6	39.5475625239	40.0	40.0	40.0	39.0	40.0	BC12_run1
7	39.6839690558	40.0	40.0	40.0	39.0	40.0	BC12_run1
8	39.7499719017	40.0	40.0	40.0	39.0	40.0	BC12_run1
9	39.7744414323	40.0	40.0	40.0	40.0	40.0	BC12_run1
10	39.7850660071	40.0	40.0	40.0	40.0	40.0	BC12_run1
11	39.785651027	40.0	40.0	40.0	40.0	40.0	BC12_run1
12	39.7957411254	40.0	40.0	40.0	40.0	40.0	BC12_run1
13	39.7855424026	40.0	40.0	40.0	40.0	40.0	BC12_run1
14	39.7796817837	40.0	40.0	40.0	40.0	40.0	BC12_run1
15	39.7673522492	40.0	40.0	40.0	40.0	40.0	BC12_run1
16	39.769587695	40.0	40.0	40.0	40.0	40.0	BC12_run1
17	39.7528185261	40.0	40.0	40.0	40.0	40.0	BC12_run1
18	39.7667942745	40.0	40.0	40.0	40.0	40.0	BC12_run1
19	39.7692205889	40.0	40.0	40.0	40.0	40.0	BC12_run1
20	39.7782829675	40.0	40.0	40.0	40.0	40.0	BC12_run1
21	39.7809854982	40.0	40.0	40.0	40.0	40.0	BC12_run1
22	39.7659990995	40.0	40.0	40.0	40.0	40.0	BC12_run1
23	39.7698608078	40.0	40.0	40.0	40.0	40.0	BC12_run1
24	39.7781592686	40.0	40.0	40.0	40.0	40.0	BC12_run1
25	39.7655989627	40.0	40.0	40.0	40.0	40.0	BC12_run1
26	39.7689593809	40.0	40.0	40.0	40.0	40.0	BC12_run1
27	39.7645630874	40.0	40.0	40.0	40.0	40.0	BC12_run1
28	39.7550064056	40.0	40.0	40.0	40.0	40.0	BC12_run1
29	39.7528753011	40.0	40.0	40.0	40.0	40.0	BC12_run1
30	39.7429129	40.0	40.0	40.0	40.0	40.0	BC12_run1
31	39.7477738729	40.0	40.0	40.0	40.0	40.0	BC12_run1
32	39.7594313625	40.0	40.0	40.0	40.0	40.0	BC12_run1
33	39.7662820914	40.0	40.0	40.0	40.0	40.0	BC12_run1
34	39.7665866015	40.0	40.0	40.0	40.0	40.0	BC12_run1
35	39.7631791178	40.0	40.0	40.0	40.0	40.0	BC12_run1
36	39.760806715	40.0	40.0	40.0	40.0	40.0	BC12_run1
37	39.7559554063	40.0	40.0	40.0	40.0	40.0	BC12_run1
38	39.7499296288	40.0	40.0	40.0	40.0	40.0	BC12_run1
39	39.7559831051	40.0	40.0	40.0	40.0	40.0	BC12_run1
40	39.7536805614	40.0	40.0	40.0	40.0	40.0	BC12_run1
41	39.7442873976	40.0	40.0	40.0	39.0	40.0	BC12_run1
42	39.737565757	40.0	40.0	40.0	39.0	40.0	BC12_run1
43	39.7419541667	40.0	40.0	40.0	39.0	40.0	BC12_run1
44	39.744856281	40.0	40.0	40.0	39.0	40.0	BC12_run1
45	39.7380369664	40.0	40.0	40.0	39.0	40.0	BC12_run1
46	39.7281666782	40.0	40.0	40.0	39.0	40.0	BC12_run1
47	39.7252751915	40.0	40.0	40.0	39.0	40.0	BC12_run1
48	39.7280238209	40.0	40.0	40.0	39.0	40.0	BC12_run1
49	39.7217371001	40.0	40.0	40.0	39.0	40.0	BC12_run1
50	39.7144959027	40.0	40.0	40.0	39.0	40.0	BC12_run1
51	39.7106947303	40.0	40.0	40.0	39.0	40.0	BC12_run1
52	39.7222261486	40.0	40.0	40.0	39.0	40.0	BC12_run1
53	39.7151554122	40.0	40.0	40.0	39.0	40.0	BC12_run1
54	39.7188128674	40.0	40.0	40.0	39.0	40.0	BC12_run1
55	39.7109059716	40.0	40.0	40.0	39.0	40.0	BC12_run1
56	39.7146052624	40.0	40.0	40.0	39.0	40.0	BC12_run1
57	39.7137382816	40.0	40.0	40.0	39.0	40.0	BC12_run1
58	39.7082269636	40.0	40.0	40.0	39.0	40.0	BC12_run1
59	39.7071472112	40.0	40.0	40.0	39.0	40.0	BC12_run1
60	39.7074294062	40.0	40.0	40.0	39.0	40.0	BC12_run1
61	39.6942129698	40.0	40.0	40.0	39.0	40.0	BC12_run1
62	39.6902262918	40.0	40.0	40.0	39.0	40.0	BC12_run1
63	39.6872227471	40.0	40.0	40.0	39.0	40.0	BC12_run1
64	39.6798210299	40.0	40.0	40.0	39.0	40.0	BC12_run1
65	39.6850480612	40.0	40.0	40.0	39.0	40.0	BC12_run1
66	39.6715833184	40.0	40.0	40.0	39.0	40.0	BC12_run1
67	39.6756522872	40.0	40.0	40.0	39.0	40.0	BC12_run1
68	39.6757587121	40.0	40.0	40.0	39.0	40.0	BC12_run1
69	39.6690434574	40.0	40.0	40.0	39.0	40.0	BC12_run1
70	39.6717544104	40.0	40.0	40.0	39.0	40.0	BC12_run1
71	39.663216842	40.0	40.0	40.0	39.0	40.0	BC12_run1
72	39.6422524239	40.0	40.0	40.0	39.0	40.0	BC12_run1
73	39.6378458573	40.0	40.0	40.0	39.0	40.0	BC12_run1
74	39.6448439849	40.0	40.0	40.0	39.0	40.0	BC12_run1
75	39.6337489241	40.0	40.0	40.0	39.0	40.0	BC12_run1
1	34.8783700703	35.0	35.0	35.0	35.0	35.0	BC7_run1
2	34.8892662998	35.0	35.0	35.0	35.0	35.0	BC7_run1
3	34.8633844196	35.0	35.0	35.0	35.0	35.0	BC7_run1
4	34.8876035961	35.0	35.0	35.0	35.0	35.0	BC7_run1
5	34.8884734874	35.0	35.0	35.0	35.0	35.0	BC7_run1
6	39.5411536126	40.0	40.0	40.0	39.0	40.0	BC7_run1
7	39.6899956703	40.0	40.0	40.0	39.0	40.0	BC7_run1
8	39.7629761974	40.0	40.0	40.0	39.0	40.0	BC7_run1
9	39.7886292406	40.0	40.0	40.0	40.0	40.0	BC7_run1
10	39.801111095	40.0	40.0	40.0	40.0	40.0	BC7_run1
11	39.8026913553	40.0	40.0	40.0	40.0	40.0	BC7_run1
12	39.8097234714	40.0	40.0	40.0	40.0	40.0	BC7_run1
13	39.8009343497	40.0	40.0	40.0	40.0	40.0	BC7_run1
14	39.7938831756	40.0	40.0	40.0	40.0	40.0	BC7_run1
15	39.7794655942	40.0	40.0	40.0	40.0	40.0	BC7_run1
16	39.7808984727	40.0	40.0	40.0	40.0	40.0	BC7_run1
17	39.7615214375	40.0	40.0	40.0	40.0	40.0	BC7_run1
18	39.7768557789	40.0	40.0	40.0	40.0	40.0	BC7_run1
19	39.7738739798	40.0	40.0	40.0	40.0	40.0	BC7_run1
20	39.7835623563	40.0	40.0	40.0	40.0	40.0	BC7_run1
21	39.7840211597	40.0	40.0	40.0	40.0	40.0	BC7_run1
22	39.7628385564	40.0	40.0	40.0	40.0	40.0	BC7_run1
23	39.7627798295	40.0	40.0	40.0	40.0	40.0	BC7_run1
24	39.7735120192	40.0	40.0	40.0	40.0	40.0	BC7_run1
25	39.7590246996	40.0	40.0	40.0	40.0	40.0	BC7_run1
26	39.7663820986	40.0	40.0	40.0	40.0	40.0	BC7_run1
27	39.7635262865	40.0	40.0	40.0	40.0	40.0	BC7_run1
28	39.7532910683	40.0	40.0	40.0	40.0	40.0	BC7_run1
29	39.7477518265	40.0	40.0	40.0	40.0	40.0	BC7_run1
30	39.7442220686	40.0	40.0	40.0	40.0	40.0	BC7_run1
31	39.7485220328	40.0	40.0	40.0	40.0	40.0	BC7_run1
32	39.7591317158	40.0	40.0	40.0	40.0	40.0	BC7_run1
33	39.7661559215	40.0	40.0	40.0	40.0	40.0	BC7_run1
34	39.7645119371	40.0	40.0	40.0	40.0	40.0	BC7_run1
35	39.7580060372	40.0	40.0	40.0	40.0	40.0	BC7_run1
36	39.7440442362	40.0	40.0	40.0	40.0	40.0	BC7_run1
37	39.7488181115	40.0	40.0	40.0	40.0	40.0	BC7_run1
38	39.7461502578	40.0	40.0	40.0	40.0	40.0	BC7_run1
39	39.7575672113	40.0	40.0	40.0	40.0	40.0	BC7_run1
40	39.7566945635	40.0	40.0	40.0	40.0	40.0	BC7_run1
41	39.7525415645	40.0	40.0	40.0	40.0	40.0	BC7_run1
42	39.7484851298	40.0	40.0	40.0	40.0	40.0	BC7_run1
43	39.7534610349	40.0	40.0	40.0	40.0	40.0	BC7_run1
44	39.7546498339	40.0	40.0	40.0	40.0	40.0	BC7_run1
45	39.7514902573	40.0	40.0	40.0	40.0	40.0	BC7_run1
46	39.7412013498	40.0	40.0	40.0	40.0	40.0	BC7_run1
47	39.7402092222	40.0	40.0	40.0	40.0	40.0	BC7_run1
48	39.7376833936	40.0	40.0	40.0	40.0	40.0	BC7_run1
49	39.7345597105	40.0	40.0	40.0	40.0	40.0	BC7_run1
50	39.7273394994	40.0	40.0	40.0	40.0	40.0	BC7_run1
51	39.7249254499	40.0	40.0	40.0	40.0	40.0	BC7_run1
52	39.7372537488	40.0	40.0	40.0	40.0	40.0	BC7_run1
53	39.7322331866	40.0	40.0	40.0	40.0	40.0	BC7_run1
54	39.7354584969	40.0	40.0	40.0	40.0	40.0	BC7_run1
55	39.7280692464	40.0	40.0	40.0	39.0	40.0	BC7_run1
56	39.7334618415	40.0	40.0	40.0	39.0	40.0	BC7_run1
57	39.7371865083	40.0	40.0	40.0	39.0	40.0	BC7_run1
58	39.7292140747	40.0	40.0	40.0	39.0	40.0	BC7_run1
59	39.7318201448	40.0	40.0	40.0	39.0	40.0	BC7_run1
60	39.7335818252	40.0	40.0	40.0	39.0	40.0	BC7_run1
61	39.7203976443	40.0	40.0	40.0	39.0	40.0	BC7_run1
62	39.7195365373	40.0	40.0	40.0	39.0	40.0	BC7_run1
63	39.7152906519	40.0	40.0	40.0	39.0	40.0	BC7_run1
64	39.7063678301	40.0	40.0	40.0	39.0	40.0	BC7_run1
65	39.7136610245	40.0	40.0	40.0	39.0	40.0	BC7_run1
66	39.7023539193	40.0	40.0	40.0	39.0	40.0	BC7_run1
67	39.7036161094	40.0	40.0	40.0	39.0	40.0	BC7_run1
68	39.700772492	40.0	40.0	40.0	39.0	40.0	BC7_run1
69	39.6987918005	40.0	40.0	40.0	39.0	40.0	BC7_run1
70	39.7032201371	40.0	40.0	40.0	39.0	40.0	BC7_run1
71	39.7005910434	40.0	40.0	40.0	39.0	40.0	BC7_run1
72	39.6837611308	40.0	40.0	40.0	39.0	40.0	BC7_run1
73	39.6782851243	40.0	40.0	40.0	39.0	40.0	BC7_run1
74	39.6847173942	40.0	40.0	40.0	39.0	40.0	BC7_run1
75	39.675640656	40.0	40.0	40.0	39.0	40.0	BC7_run1
1	34.6640857845	35.0	35.0	35.0	34.0	35.0	BC11_run3
2	34.677829351	35.0	35.0	35.0	34.0	35.0	BC11_run3
3	34.6906767263	35.0	35.0	35.0	34.0	35.0	BC11_run3
4	34.6906445426	35.0	35.0	35.0	34.0	35.0	BC11_run3
5	34.6473827493	35.0	35.0	35.0	34.0	35.0	BC11_run3
6	39.2262117268	40.0	39.0	40.0	38.0	40.0	BC11_run3
7	39.27813083	40.0	39.0	40.0	39.0	40.0	BC11_run3
8	39.3534615481	40.0	39.0	40.0	39.0	40.0	BC11_run3
9	39.3732935399	40.0	39.0	40.0	39.0	40.0	BC11_run3
10	39.3961099474	40.0	39.0	40.0	39.0	40.0	BC11_run3
11	39.4008279961	40.0	40.0	40.0	39.0	40.0	BC11_run3
12	39.408389919	40.0	40.0	40.0	39.0	40.0	BC11_run3
13	39.3998036416	40.0	40.0	40.0	39.0	40.0	BC11_run3
14	39.3947601379	40.0	39.0	40.0	39.0	40.0	BC11_run3
15	39.3915826202	40.0	39.0	40.0	39.0	40.0	BC11_run3
16	39.3902926076	40.0	39.0	40.0	39.0	40.0	BC11_run3
17	39.3924245372	40.0	39.0	40.0	39.0	40.0	BC11_run3
18	39.3912082232	40.0	39.0	40.0	39.0	40.0	BC11_run3
19	39.4003540012	40.0	40.0	40.0	39.0	40.0	BC11_run3
20	39.392240957	40.0	40.0	40.0	39.0	40.0	BC11_run3
21	39.3892314037	40.0	39.0	40.0	39.0	40.0	BC11_run3
22	39.3815170369	40.0	39.0	40.0	39.0	40.0	BC11_run3
23	39.375544968	40.0	39.0	40.0	39.0	40.0	BC11_run3
24	39.3830622336	40.0	39.0	40.0	39.0	40.0	BC11_run3
25	39.3882135239	40.0	39.0	40.0	39.0	40.0	BC11_run3
26	39.3795001537	40.0	39.0	40.0	39.0	40.0	BC11_run3
27	39.3785407153	40.0	39.0	40.0	39.0	40.0	BC11_run3
28	39.3715050882	40.0	39.0	40.0	39.0	40.0	BC11_run3
29	39.3680420074	40.0	39.0	40.0	39.0	40.0	BC11_run3
30	39.3610073126	40.0	39.0	40.0	39.0	40.0	BC11_run3
31	39.3527185423	40.0	39.0	40.0	39.0	40.0	BC11_run3
32	39.349107398	40.0	39.0	40.0	39.0	40.0	BC11_run3
33	39.342024353	40.0	39.0	40.0	39.0	40.0	BC11_run3
34	39.3438992101	40.0	39.0	40.0	39.0	40.0	BC11_run3
35	39.3432451457	40.0	39.0	40.0	39.0	40.0	BC11_run3
36	39.3425303694	40.0	39.0	40.0	39.0	40.0	BC11_run3
37	39.3353638731	40.0	39.0	40.0	39.0	40.0	BC11_run3
38	39.3357227638	40.0	39.0	40.0	39.0	40.0	BC11_run3
39	39.3268384502	40.0	39.0	40.0	39.0	40.0	BC11_run3
40	39.3214319053	40.0	39.0	40.0	39.0	40.0	BC11_run3
41	39.3149118994	40.0	39.0	40.0	39.0	40.0	BC11_run3
42	39.3059034726	40.0	39.0	40.0	39.0	40.0	BC11_run3
43	39.3020592332	40.0	39.0	40.0	39.0	40.0	BC11_run3
44	39.2967318443	40.0	39.0	40.0	39.0	40.0	BC11_run3
45	39.2867204356	40.0	39.0	40.0	39.0	40.0	BC11_run3
46	39.2706211133	40.0	39.0	40.0	39.0	40.0	BC11_run3
47	39.2683782782	40.0	39.0	40.0	38.0	40.0	BC11_run3
48	39.2654668161	40.0	39.0	40.0	38.0	40.0	BC11_run3
49	39.2603149564	40.0	39.0	40.0	38.0	40.0	BC11_run3
50	39.2544260673	40.0	39.0	40.0	38.0	40.0	BC11_run3
51	39.2513241339	40.0	39.0	40.0	38.0	40.0	BC11_run3
52	39.2468108673	40.0	39.0	40.0	38.0	40.0	BC11_run3
53	39.2438225657	40.0	39.0	40.0	38.0	40.0	BC11_run3
54	39.2422974566	40.0	39.0	40.0	38.0	40.0	BC11_run3
55	39.2330718662	40.0	39.0	40.0	38.0	40.0	BC11_run3
56	39.230482494	40.0	39.0	40.0	38.0	40.0	BC11_run3
57	39.2237692554	40.0	39.0	40.0	38.0	40.0	BC11_run3
58	39.2088938036	40.0	39.0	40.0	38.0	40.0	BC11_run3
59	39.1989424745	40.0	39.0	40.0	38.0	40.0	BC11_run3
60	39.1869862072	40.0	39.0	40.0	38.0	40.0	BC11_run3
61	39.1788468661	40.0	39.0	40.0	38.0	40.0	BC11_run3
62	39.1701484561	40.0	39.0	40.0	38.0	40.0	BC11_run3
63	39.1609739991	40.0	39.0	40.0	38.0	40.0	BC11_run3
64	39.1533310559	40.0	39.0	40.0	38.0	40.0	BC11_run3
65	39.1457852108	40.0	39.0	40.0	38.0	40.0	BC11_run3
66	39.1335638171	40.0	39.0	40.0	38.0	40.0	BC11_run3
67	39.130922261	40.0	39.0	40.0	38.0	40.0	BC11_run3
68	39.1398735961	40.0	39.0	40.0	38.0	40.0	BC11_run3
69	39.1336003543	40.0	39.0	40.0	38.0	40.0	BC11_run3
70	39.1310783929	40.0	39.0	40.0	38.0	40.0	BC11_run3
71	39.1240021796	40.0	39.0	40.0	38.0	40.0	BC11_run3
72	39.1138787496	40.0	39.0	40.0	38.0	40.0	BC11_run3
73	39.1119568174	40.0	39.0	40.0	38.0	40.0	BC11_run3
74	39.1277755846	40.0	39.0	40.0	38.0	40.0	BC11_run3
75	39.1220526411	40.0	39.0	40.0	38.0	40.0	BC11_run3
1	34.7691808573	35.0	35.0	35.0	35.0	35.0	BC14_run2
2	34.8041914507	35.0	35.0	35.0	35.0	35.0	BC14_run2
3	34.859239377	35.0	35.0	35.0	35.0	35.0	BC14_run2
4	34.8132749147	35.0	35.0	35.0	35.0	35.0	BC14_run2
5	34.7976530502	35.0	35.0	35.0	35.0	35.0	BC14_run2
6	39.2063144831	40.0	39.0	40.0	38.0	40.0	BC14_run2
7	39.4232551509	40.0	39.0	40.0	39.0	40.0	BC14_run2
8	39.5470693941	40.0	40.0	40.0	39.0	40.0	BC14_run2
9	39.5270503494	40.0	40.0	40.0	39.0	40.0	BC14_run2
10	39.6374856607	40.0	40.0	40.0	39.0	40.0	BC14_run2
11	39.693289415	40.0	40.0	40.0	39.0	40.0	BC14_run2
12	39.5748306026	40.0	40.0	40.0	39.0	40.0	BC14_run2
13	39.6829986805	40.0	40.0	40.0	39.0	40.0	BC14_run2
14	39.6595604974	40.0	40.0	40.0	39.0	40.0	BC14_run2
15	39.6414093524	40.0	40.0	40.0	39.0	40.0	BC14_run2
16	39.6098594841	40.0	40.0	40.0	39.0	40.0	BC14_run2
17	39.5533863323	40.0	40.0	40.0	39.0	40.0	BC14_run2
18	39.6349483634	40.0	40.0	40.0	39.0	40.0	BC14_run2
19	39.4893827088	40.0	40.0	40.0	39.0	40.0	BC14_run2
20	39.6127269707	40.0	40.0	40.0	39.0	40.0	BC14_run2
21	39.6631126635	40.0	40.0	40.0	39.0	40.0	BC14_run2
22	39.6786723983	40.0	40.0	40.0	39.0	40.0	BC14_run2
23	39.6013870458	40.0	40.0	40.0	39.0	40.0	BC14_run2
24	39.6505995392	40.0	40.0	40.0	39.0	40.0	BC14_run2
25	39.6036560329	40.0	40.0	40.0	39.0	40.0	BC14_run2
26	39.6660378097	40.0	40.0	40.0	39.0	40.0	BC14_run2
27	39.6407752293	40.0	40.0	40.0	39.0	40.0	BC14_run2
28	39.6850859249	40.0	40.0	40.0	39.0	40.0	BC14_run2
29	39.5633652252	40.0	40.0	40.0	39.0	40.0	BC14_run2
30	39.6251297267	40.0	40.0	40.0	39.0	40.0	BC14_run2
31	39.4671312678	40.0	40.0	40.0	39.0	40.0	BC14_run2
32	39.5722938408	40.0	40.0	40.0	39.0	40.0	BC14_run2
33	39.4572905953	40.0	40.0	40.0	39.0	40.0	BC14_run2
34	39.5184348499	40.0	40.0	40.0	39.0	40.0	BC14_run2
