GC_Content	Count	sample
12	293.5	BC15_run2
13	310.5	BC15_run2
14	671.5	BC15_run2
15	1161.0	BC15_run2
16	1301.5	BC15_run2
17	1506.5	BC15_run2
18	2979.0	BC15_run2
19	5298.0	BC15_run2
20	6578.0	BC15_run2
21	10119.0	BC15_run2
22	16351.5	BC15_run2
23	26550.5	BC15_run2
24	34574.0	BC15_run2
25	42758.0	BC15_run2
26	59626.0	BC15_run2
27	76841.5	BC15_run2
28	86239.5	BC15_run2
29	102986.5	BC15_run2
30	128951.5	BC15_run2
31	154381.0	BC15_run2
32	170256.0	BC15_run2
33	194386.5	BC15_run2
34	231786.0	BC15_run2
35	261473.0	BC15_run2
36	276377.0	BC15_run2
37	290331.5	BC15_run2
38	313464.5	BC15_run2
39	333382.5	BC15_run2
40	347898.0	BC15_run2
41	377750.5	BC15_run2
42	434293.5	BC15_run2
43	458113.0	BC15_run2
44	447729.5	BC15_run2
45	449155.5	BC15_run2
46	460583.0	BC15_run2
47	459347.0	BC15_run2
48	452807.5	BC15_run2
49	449732.5	BC15_run2
50	436768.0	BC15_run2
51	420868.5	BC15_run2
52	407222.0	BC15_run2
53	353666.5	BC15_run2
54	286312.5	BC15_run2
55	241687.5	BC15_run2
56	214401.0	BC15_run2
57	204751.5	BC15_run2
58	184646.0	BC15_run2
59	160367.0	BC15_run2
60	143709.0	BC15_run2
61	127643.0	BC15_run2
62	110792.5	BC15_run2
63	84289.5	BC15_run2
64	62329.0	BC15_run2
65	48143.5	BC15_run2
66	30402.0	BC15_run2
67	20981.0	BC15_run2
68	16519.5	BC15_run2
69	13450.0	BC15_run2
70	10075.5	BC15_run2
71	8442.5	BC15_run2
72	7837.0	BC15_run2
73	6156.0	BC15_run2
74	4829.0	BC15_run2
75	4354.0	BC15_run2
76	3826.0	BC15_run2
77	2903.0	BC15_run2
78	1651.5	BC15_run2
79	1471.0	BC15_run2
80	1579.0	BC15_run2
81	960.5	BC15_run2
82	255.0	BC15_run2
83	108.5	BC15_run2
84	102.0	BC15_run2
85	94.0	BC15_run2
86	70.5	BC15_run2
87	43.5	BC15_run2
88	21.0	BC15_run2
89	11.5	BC15_run2
90	11.0	BC15_run2
91	9.5	BC15_run2
92	9.5	BC15_run2
93	9.5	BC15_run2
94	8.5	BC15_run2
95	5.0	BC15_run2
96	2.5	BC15_run2
97	2.5	BC15_run2
98	2.5	BC15_run2
99	4.0	BC15_run2
100	6.0	BC15_run2
0	0.0	BC11_run1
1	0.5	BC11_run1
2	3.5	BC11_run1
3	6.0	BC11_run1
4	5.5	BC11_run1
5	5.5	BC11_run1
6	8.5	BC11_run1
7	11.5	BC11_run1
8	12.5	BC11_run1
9	23.0	BC11_run1
10	45.5	BC11_run1
11	76.5	BC11_run1
12	107.0	BC11_run1
13	160.5	BC11_run1
14	264.0	BC11_run1
15	445.5	BC11_run1
16	622.5	BC11_run1
17	920.0	BC11_run1
18	1569.0	BC11_run1
19	2780.5	BC11_run1
20	3822.0	BC11_run1
21	5118.0	BC11_run1
22	7751.5	BC11_run1
23	11335.0	BC11_run1
24	13701.0	BC11_run1
25	16788.5	BC11_run1
26	23501.5	BC11_run1
27	30983.5	BC11_run1
28	34893.5	BC11_run1
29	38464.5	BC11_run1
30	46131.5	BC11_run1
31	58513.5	BC11_run1
32	66649.5	BC11_run1
33	70816.5	BC11_run1
34	80075.5	BC11_run1
35	94356.0	BC11_run1
36	103240.0	BC11_run1
37	106887.0	BC11_run1
38	116755.0	BC11_run1
39	128778.5	BC11_run1
40	135345.0	BC11_run1
41	146107.0	BC11_run1
42	175035.5	BC11_run1
43	192125.5	BC11_run1
44	188537.5	BC11_run1
45	195581.0	BC11_run1
46	210231.5	BC11_run1
47	220248.0	BC11_run1
48	224649.0	BC11_run1
49	234149.0	BC11_run1
50	250296.0	BC11_run1
51	269190.5	BC11_run1
52	281867.0	BC11_run1
53	268255.0	BC11_run1
54	253495.5	BC11_run1
55	241349.5	BC11_run1
56	229809.5	BC11_run1
57	223579.5	BC11_run1
58	201990.5	BC11_run1
59	186358.0	BC11_run1
60	183982.5	BC11_run1
61	171171.0	BC11_run1
62	154406.0	BC11_run1
63	143753.5	BC11_run1
64	138311.0	BC11_run1
65	111490.5	BC11_run1
66	68536.0	BC11_run1
67	52256.5	BC11_run1
68	52728.0	BC11_run1
69	41378.0	BC11_run1
70	26754.5	BC11_run1
71	22594.0	BC11_run1
72	21675.5	BC11_run1
73	22155.5	BC11_run1
74	23107.5	BC11_run1
75	19441.0	BC11_run1
76	14677.5	BC11_run1
77	13266.0	BC11_run1
78	11429.0	BC11_run1
79	7765.5	BC11_run1
80	5044.5	BC11_run1
81	3416.0	BC11_run1
82	1385.0	BC11_run1
83	597.0	BC11_run1
84	469.0	BC11_run1
85	395.5	BC11_run1
86	203.0	BC11_run1
87	58.0	BC11_run1
88	55.0	BC11_run1
89	50.5	BC11_run1
90	40.0	BC11_run1
91	30.5	BC11_run1
92	20.5	BC11_run1
93	17.0	BC11_run1
94	15.0	BC11_run1
95	11.0	BC11_run1
96	9.0	BC11_run1
97	7.0	BC11_run1
98	5.0	BC11_run1
99	4.5	BC11_run1
100	5.0	BC11_run1
0	0.0	BC6_run2
1	1.0	BC6_run2
2	5.5	BC6_run2
3	9.0	BC6_run2
4	8.5	BC6_run2
5	9.0	BC6_run2
6	15.0	BC6_run2
7	21.0	BC6_run2
8	24.5	BC6_run2
9	35.0	BC6_run2
10	50.0	BC6_run2
11	71.5	BC6_run2
12	88.5	BC6_run2
13	95.0	BC6_run2
14	105.0	BC6_run2
15	798.0	BC6_run2
16	1754.0	BC6_run2
17	1416.5	BC6_run2
18	680.0	BC6_run2
19	827.5	BC6_run2
20	1691.0	BC6_run2
21	3523.0	BC6_run2
22	7612.5	BC6_run2
23	10821.0	BC6_run2
24	11139.5	BC6_run2
25	15998.5	BC6_run2
26	20589.0	BC6_run2
27	18516.5	BC6_run2
28	17770.0	BC6_run2
29	24659.5	BC6_run2
30	34953.0	BC6_run2
31	48799.0	BC6_run2
32	59192.0	BC6_run2
33	70748.0	BC6_run2
34	74597.0	BC6_run2
35	75820.5	BC6_run2
36	84036.0	BC6_run2
37	86579.5	BC6_run2
38	90264.0	BC6_run2
39	106917.5	BC6_run2
40	117457.0	BC6_run2
41	111494.0	BC6_run2
42	101333.0	BC6_run2
43	93530.0	BC6_run2
44	94739.5	BC6_run2
45	106461.5	BC6_run2
46	121348.5	BC6_run2
47	130468.0	BC6_run2
48	140268.0	BC6_run2
49	146982.0	BC6_run2
50	153100.0	BC6_run2
51	288109.5	BC6_run2
52	421702.0	BC6_run2
53	300353.5	BC6_run2
54	155720.5	BC6_run2
55	128252.0	BC6_run2
56	119330.5	BC6_run2
57	108707.5	BC6_run2
58	86833.5	BC6_run2
59	79690.0	BC6_run2
60	78456.0	BC6_run2
61	57297.0	BC6_run2
62	43491.5	BC6_run2
63	32876.0	BC6_run2
64	22044.0	BC6_run2
65	15577.5	BC6_run2
66	8339.0	BC6_run2
67	7246.5	BC6_run2
68	7628.0	BC6_run2
69	6740.5	BC6_run2
70	5196.5	BC6_run2
71	3560.0	BC6_run2
72	2707.5	BC6_run2
73	2028.5	BC6_run2
74	1855.5	BC6_run2
75	1325.0	BC6_run2
76	404.0	BC6_run2
77	440.5	BC6_run2
78	345.0	BC6_run2
79	104.5	BC6_run2
80	74.5	BC6_run2
81	99.0	BC6_run2
82	115.5	BC6_run2
83	63.0	BC6_run2
84	19.0	BC6_run2
85	19.5	BC6_run2
86	15.5	BC6_run2
87	10.0	BC6_run2
88	8.0	BC6_run2
89	9.0	BC6_run2
90	6.5	BC6_run2
91	4.5	BC6_run2
92	4.5	BC6_run2
93	4.5	BC6_run2
94	2.0	BC6_run2
95	1.5	BC6_run2
96	3.0	BC6_run2
97	2.5	BC6_run2
98	2.0	BC6_run2
99	6.5	BC6_run2
100	11.0	BC6_run2
0	0.0	BC7_run3
1	0.5	BC7_run3
2	3.0	BC7_run3
3	5.0	BC7_run3
4	7.5	BC7_run3
5	27.0	BC7_run3
6	44.5	BC7_run3
7	50.5	BC7_run3
8	94.5	BC7_run3
9	117.5	BC7_run3
10	145.0	BC7_run3
11	343.5	BC7_run3
12	474.5	BC7_run3
13	439.0	BC7_run3
14	608.0	BC7_run3
15	1032.5	BC7_run3
16	1362.0	BC7_run3
17	2205.5	BC7_run3
18	4324.5	BC7_run3
19	8615.0	BC7_run3
20	11829.5	BC7_run3
21	15071.5	BC7_run3
22	22435.0	BC7_run3
23	34178.0	BC7_run3
24	42159.0	BC7_run3
25	52264.5	BC7_run3
26	72070.0	BC7_run3
27	91470.5	BC7_run3
28	102504.5	BC7_run3
29	117444.5	BC7_run3
30	141134.0	BC7_run3
31	167932.5	BC7_run3
32	184147.0	BC7_run3
33	203310.0	BC7_run3
34	236929.5	BC7_run3
35	266702.0	BC7_run3
36	281460.5	BC7_run3
37	286042.5	BC7_run3
38	306672.5	BC7_run3
39	337448.0	BC7_run3
40	353548.5	BC7_run3
41	367026.0	BC7_run3
42	390458.0	BC7_run3
43	420016.0	BC7_run3
44	442023.0	BC7_run3
45	454846.5	BC7_run3
46	459731.5	BC7_run3
47	456334.0	BC7_run3
48	460047.0	BC7_run3
49	464515.5	BC7_run3
50	478254.5	BC7_run3
51	521874.0	BC7_run3
52	553202.0	BC7_run3
53	509854.5	BC7_run3
54	506179.0	BC7_run3
55	475094.5	BC7_run3
56	409250.0	BC7_run3
57	396064.5	BC7_run3
58	425461.0	BC7_run3
59	507727.0	BC7_run3
60	516554.0	BC7_run3
61	440492.5	BC7_run3
62	349115.0	BC7_run3
63	251046.5	BC7_run3
64	193253.5	BC7_run3
65	160247.0	BC7_run3
66	112765.5	BC7_run3
67	111429.0	BC7_run3
68	125546.5	BC7_run3
69	91003.0	BC7_run3
70	44769.0	BC7_run3
71	25066.0	BC7_run3
72	17371.0	BC7_run3
73	15010.5	BC7_run3
74	11405.5	BC7_run3
75	8891.5	BC7_run3
76	7562.0	BC7_run3
77	6753.5	BC7_run3
78	5107.0	BC7_run3
79	3605.0	BC7_run3
80	3034.5	BC7_run3
81	2207.5	BC7_run3
82	951.5	BC7_run3
83	267.5	BC7_run3
84	141.0	BC7_run3
85	89.5	BC7_run3
86	32.0	BC7_run3
87	11.5	BC7_run3
88	9.5	BC7_run3
89	7.5	BC7_run3
90	8.5	BC7_run3
91	10.5	BC7_run3
92	10.5	BC7_run3
93	12.0	BC7_run3
94	9.5	BC7_run3
95	3.5	BC7_run3
96	2.0	BC7_run3
97	3.0	BC7_run3
98	3.5	BC7_run3
99	3.5	BC7_run3
100	4.0	BC7_run3
0	0.0	BC9_run3
1	0.0	BC9_run3
2	0.0	BC9_run3
3	0.0	BC9_run3
4	0.0	BC9_run3
5	0.0	BC9_run3
6	0.0	BC9_run3
7	0.0	BC9_run3
8	0.0	BC9_run3
9	1.0	BC9_run3
10	1.5	BC9_run3
11	2.0	BC9_run3
12	4.0	BC9_run3
13	7.0	BC9_run3
14	298.0	BC9_run3
15	1151.5	BC9_run3
16	1713.0	BC9_run3
17	936.5	BC9_run3
18	520.0	BC9_run3
19	1771.5	BC9_run3
20	2675.5	BC9_run3
21	4701.5	BC9_run3
22	8146.0	BC9_run3
23	13653.5	BC9_run3
24	21437.5	BC9_run3
25	28412.5	BC9_run3
26	27362.5	BC9_run3
27	23312.5	BC9_run3
28	25821.5	BC9_run3
29	34999.0	BC9_run3
30	40710.0	BC9_run3
31	41728.0	BC9_run3
32	45985.0	BC9_run3
33	55789.5	BC9_run3
34	56046.5	BC9_run3
35	62672.5	BC9_run3
36	75032.0	BC9_run3
37	73864.5	BC9_run3
38	78908.0	BC9_run3
39	77435.5	BC9_run3
40	73382.5	BC9_run3
41	73443.0	BC9_run3
42	74105.5	BC9_run3
43	79510.0	BC9_run3
44	81360.5	BC9_run3
45	73245.0	BC9_run3
46	75984.0	BC9_run3
47	83663.5	BC9_run3
48	87375.5	BC9_run3
49	85592.0	BC9_run3
50	97968.0	BC9_run3
51	718827.0	BC9_run3
52	1317999.5	BC9_run3
53	732778.5	BC9_run3
54	112245.5	BC9_run3
55	69164.5	BC9_run3
56	64794.0	BC9_run3
57	77313.5	BC9_run3
58	82764.5	BC9_run3
59	81671.0	BC9_run3
60	85885.5	BC9_run3
61	87914.5	BC9_run3
62	77383.0	BC9_run3
63	76995.0	BC9_run3
64	89110.5	BC9_run3
65	77658.5	BC9_run3
66	55998.5	BC9_run3
67	44289.5	BC9_run3
68	42694.5	BC9_run3
69	44044.0	BC9_run3
70	45066.0	BC9_run3
71	31270.0	BC9_run3
72	18143.5	BC9_run3
73	15715.0	BC9_run3
74	11051.0	BC9_run3
75	7427.0	BC9_run3
76	5774.0	BC9_run3
77	3957.5	BC9_run3
78	1511.5	BC9_run3
79	508.0	BC9_run3
80	314.0	BC9_run3
81	277.0	BC9_run3
82	181.5	BC9_run3
83	95.0	BC9_run3
84	84.5	BC9_run3
85	95.0	BC9_run3
86	114.5	BC9_run3
87	152.5	BC9_run3
88	148.5	BC9_run3
89	104.5	BC9_run3
90	91.5	BC9_run3
91	70.0	BC9_run3
92	53.5	BC9_run3
93	35.5	BC9_run3
94	16.0	BC9_run3
95	9.5	BC9_run3
96	4.0	BC9_run3
97	3.0	BC9_run3
98	3.5	BC9_run3
99	9.0	BC9_run3
100	13.0	BC9_run3
0	3.0	BC10_run3
1	2.5	BC10_run3
2	4.5	BC10_run3
3	7.5	BC10_run3
4	14.0	BC10_run3
5	18.5	BC10_run3
6	19.5	BC10_run3
7	29.0	BC10_run3
8	38.0	BC10_run3
9	62.5	BC10_run3
10	120.5	BC10_run3
11	206.5	BC10_run3
12	261.0	BC10_run3
13	367.0	BC10_run3
14	664.5	BC10_run3
15	1291.0	BC10_run3
16	1845.0	BC10_run3
17	2690.0	BC10_run3
18	4626.0	BC10_run3
19	7886.0	BC10_run3
20	10336.0	BC10_run3
21	13236.0	BC10_run3
22	20181.5	BC10_run3
23	30024.5	BC10_run3
24	36294.0	BC10_run3
25	45383.0	BC10_run3
26	61362.0	BC10_run3
27	78889.5	BC10_run3
28	90243.0	BC10_run3
29	103568.5	BC10_run3
30	128906.0	BC10_run3
31	160519.5	BC10_run3
32	179473.0	BC10_run3
33	201579.5	BC10_run3
34	241715.0	BC10_run3
35	280889.5	BC10_run3
36	301348.5	BC10_run3
37	320790.5	BC10_run3
38	354395.0	BC10_run3
39	378547.5	BC10_run3
40	389588.5	BC10_run3
41	414185.0	BC10_run3
42	470797.0	BC10_run3
43	502188.5	BC10_run3
44	498298.0	BC10_run3
45	508515.5	BC10_run3
46	532882.0	BC10_run3
47	552901.5	BC10_run3
48	562619.0	BC10_run3
49	591939.5	BC10_run3
50	652365.0	BC10_run3
51	740288.5	BC10_run3
52	793649.0	BC10_run3
53	736129.5	BC10_run3
54	704575.5	BC10_run3
55	681697.0	BC10_run3
56	639367.0	BC10_run3
57	609211.5	BC10_run3
58	551127.5	BC10_run3
59	560471.0	BC10_run3
60	571946.5	BC10_run3
61	527505.5	BC10_run3
62	526185.0	BC10_run3
63	520685.0	BC10_run3
64	490747.5	BC10_run3
65	402385.0	BC10_run3
66	256968.0	BC10_run3
67	203178.0	BC10_run3
68	208012.5	BC10_run3
69	164762.5	BC10_run3
70	104549.5	BC10_run3
71	92348.5	BC10_run3
72	97128.5	BC10_run3
73	101170.5	BC10_run3
74	115108.5	BC10_run3
75	107046.5	BC10_run3
76	86172.5	BC10_run3
77	87591.5	BC10_run3
78	83654.5	BC10_run3
79	52273.0	BC10_run3
80	28586.5	BC10_run3
81	19784.5	BC10_run3
82	7878.5	BC10_run3
83	3595.0	BC10_run3
84	3363.5	BC10_run3
85	4612.0	BC10_run3
86	3324.5	BC10_run3
87	535.0	BC10_run3
88	465.5	BC10_run3
89	265.5	BC10_run3
90	77.0	BC10_run3
91	55.5	BC10_run3
92	46.5	BC10_run3
93	42.0	BC10_run3
94	36.5	BC10_run3
95	33.5	BC10_run3
96	31.5	BC10_run3
97	23.5	BC10_run3
98	11.0	BC10_run3
99	7.5	BC10_run3
100	10.0	BC10_run3
0	0.0	BC9_run1
1	0.0	BC9_run1
2	0.0	BC9_run1
3	0.0	BC9_run1
4	0.0	BC9_run1
5	0.0	BC9_run1
6	0.0	BC9_run1
7	0.0	BC9_run1
8	0.5	BC9_run1
9	2.0	BC9_run1
10	3.5	BC9_run1
11	4.5	BC9_run1
12	7.5	BC9_run1
13	13.5	BC9_run1
14	189.5	BC9_run1
15	678.0	BC9_run1
16	996.5	BC9_run1
17	579.5	BC9_run1
18	384.0	BC9_run1
19	1182.0	BC9_run1
20	1762.0	BC9_run1
21	3031.0	BC9_run1
22	5219.0	BC9_run1
23	8495.5	BC9_run1
24	13134.0	BC9_run1
25	17415.0	BC9_run1
26	16894.5	BC9_run1
27	14603.0	BC9_run1
28	16203.0	BC9_run1
29	21756.5	BC9_run1
30	25044.5	BC9_run1
31	25910.5	BC9_run1
32	28949.0	BC9_run1
33	34626.5	BC9_run1
34	34658.0	BC9_run1
35	38874.5	BC9_run1
36	46302.0	BC9_run1
37	45376.0	BC9_run1
38	48543.5	BC9_run1
39	47175.0	BC9_run1
40	44101.0	BC9_run1
41	44002.5	BC9_run1
42	44203.0	BC9_run1
43	47137.0	BC9_run1
44	47922.5	BC9_run1
45	43602.0	BC9_run1
46	45815.5	BC9_run1
47	51328.5	BC9_run1
48	54208.0	BC9_run1
49	54889.0	BC9_run1
50	64098.0	BC9_run1
51	509801.0	BC9_run1
52	941338.5	BC9_run1
53	511934.0	BC9_run1
54	63734.5	BC9_run1
55	39737.0	BC9_run1
56	37849.0	BC9_run1
57	46464.0	BC9_run1
58	50559.5	BC9_run1
59	49533.0	BC9_run1
60	51997.0	BC9_run1
61	53348.0	BC9_run1
62	46671.5	BC9_run1
63	46207.5	BC9_run1
64	53866.0	BC9_run1
65	46807.0	BC9_run1
66	33728.0	BC9_run1
67	27091.5	BC9_run1
68	26316.5	BC9_run1
69	26942.0	BC9_run1
70	27378.0	BC9_run1
71	19208.5	BC9_run1
72	11424.0	BC9_run1
73	9879.0	BC9_run1
74	6725.5	BC9_run1
75	4408.0	BC9_run1
76	3535.5	BC9_run1
77	2414.0	BC9_run1
78	917.0	BC9_run1
79	336.5	BC9_run1
80	216.5	BC9_run1
81	209.0	BC9_run1
82	177.0	BC9_run1
83	145.0	BC9_run1
84	179.0	BC9_run1
85	219.0	BC9_run1
86	240.0	BC9_run1
87	272.5	BC9_run1
88	260.5	BC9_run1
89	185.0	BC9_run1
90	134.5	BC9_run1
91	86.5	BC9_run1
92	45.5	BC9_run1
93	28.0	BC9_run1
94	12.0	BC9_run1
95	8.5	BC9_run1
96	3.0	BC9_run1
97	3.0	BC9_run1
98	6.0	BC9_run1
99	8.5	BC9_run1
100	9.0	BC9_run1
0	3.0	BC12_run2
1	5.0	BC12_run2
2	6.5	BC12_run2
3	6.5	BC12_run2
4	6.5	BC12_run2
5	8.0	BC12_run2
6	21.5	BC12_run2
7	39.5	BC12_run2
8	50.5	BC12_run2
9	65.0	BC12_run2
10	100.5	BC12_run2
11	181.5	BC12_run2
12	257.0	BC12_run2
13	373.0	BC12_run2
14	589.5	BC12_run2
15	937.5	BC12_run2
16	1227.5	BC12_run2
17	1696.5	BC12_run2
18	2637.0	BC12_run2
19	4150.0	BC12_run2
20	5396.0	BC12_run2
21	6802.0	BC12_run2
22	9840.5	BC12_run2
23	14115.5	BC12_run2
24	16810.5	BC12_run2
25	19944.5	BC12_run2
26	26095.0	BC12_run2
27	33160.5	BC12_run2
28	37411.0	BC12_run2
29	41951.0	BC12_run2
30	50469.5	BC12_run2
31	59861.0	BC12_run2
32	64968.5	BC12_run2
33	70899.5	BC12_run2
34	81523.0	BC12_run2
35	91539.0	BC12_run2
36	96872.0	BC12_run2
37	102385.5	BC12_run2
38	112756.0	BC12_run2
39	122106.5	BC12_run2
40	126950.5	BC12_run2
41	137073.5	BC12_run2
42	162825.0	BC12_run2
43	178370.5	BC12_run2
44	175759.0	BC12_run2
45	179551.0	BC12_run2
46	189750.0	BC12_run2
47	196075.5	BC12_run2
48	197895.5	BC12_run2
49	207049.0	BC12_run2
50	222145.5	BC12_run2
51	241322.5	BC12_run2
52	254216.0	BC12_run2
53	240512.5	BC12_run2
54	226993.5	BC12_run2
55	218148.5	BC12_run2
56	210214.5	BC12_run2
57	199697.0	BC12_run2
58	182569.0	BC12_run2
59	177304.5	BC12_run2
60	174245.0	BC12_run2
61	160923.5	BC12_run2
62	152524.0	BC12_run2
63	149281.0	BC12_run2
64	143663.5	BC12_run2
65	114226.5	BC12_run2
66	68746.0	BC12_run2
67	52221.0	BC12_run2
68	52804.5	BC12_run2
69	42985.5	BC12_run2
70	28944.0	BC12_run2
71	25215.0	BC12_run2
72	25583.0	BC12_run2
73	27714.0	BC12_run2
74	31273.0	BC12_run2
75	26330.5	BC12_run2
76	19105.5	BC12_run2
77	17232.0	BC12_run2
78	14793.0	BC12_run2
79	9749.0	BC12_run2
80	6039.5	BC12_run2
81	4341.0	BC12_run2
82	2035.5	BC12_run2
83	1015.5	BC12_run2
84	854.0	BC12_run2
85	1065.5	BC12_run2
86	747.0	BC12_run2
87	168.5	BC12_run2
88	171.0	BC12_run2
89	106.0	BC12_run2
90	33.0	BC12_run2
91	25.0	BC12_run2
92	20.5	BC12_run2
93	16.5	BC12_run2
94	14.0	BC12_run2
95	12.0	BC12_run2
96	9.5	BC12_run2
97	8.0	BC12_run2
98	6.5	BC12_run2
99	3.5	BC12_run2
100	2.0	BC12_run2
0	0.0	BC5_run2
1	0.0	BC5_run2
2	1.0	BC5_run2
3	1.5	BC5_run2
4	2.0	BC5_run2
5	9.0	BC5_run2
6	16.5	BC5_run2
7	27.0	BC5_run2
8	37.0	BC5_run2
9	25.5	BC5_run2
10	25.5	BC5_run2
11	82.5	BC5_run2
12	150.0	BC5_run2
13	256.0	BC5_run2
14	435.5	BC5_run2
15	685.0	BC5_run2
16	785.5	BC5_run2
17	1043.0	BC5_run2
18	2099.5	BC5_run2
19	4469.0	BC5_run2
20	6308.5	BC5_run2
21	7650.5	BC5_run2
22	11640.0	BC5_run2
23	17064.0	BC5_run2
24	20177.5	BC5_run2
25	23568.5	BC5_run2
26	31247.0	BC5_run2
27	38351.5	BC5_run2
28	41267.0	BC5_run2
29	47944.0	BC5_run2
30	57893.5	BC5_run2
31	66528.5	BC5_run2
32	71439.0	BC5_run2
33	80811.5	BC5_run2
34	95056.5	BC5_run2
35	107684.0	BC5_run2
36	115372.0	BC5_run2
37	119334.5	BC5_run2
38	125933.5	BC5_run2
39	131415.5	BC5_run2
40	133784.0	BC5_run2
41	140437.0	BC5_run2
42	150474.0	BC5_run2
43	157365.5	BC5_run2
44	162778.0	BC5_run2
45	167420.5	BC5_run2
46	173414.5	BC5_run2
47	176492.0	BC5_run2
48	178533.0	BC5_run2
49	181729.0	BC5_run2
50	189356.5	BC5_run2
51	212088.5	BC5_run2
52	232313.0	BC5_run2
53	222026.5	BC5_run2
54	228297.0	BC5_run2
55	231246.0	BC5_run2
56	218698.0	BC5_run2
57	219395.5	BC5_run2
58	218946.5	BC5_run2
59	226916.5	BC5_run2
60	216779.0	BC5_run2
61	182387.0	BC5_run2
62	144607.0	BC5_run2
63	107812.0	BC5_run2
64	87543.5	BC5_run2
65	76301.0	BC5_run2
66	59038.5	BC5_run2
67	56699.0	BC5_run2
68	61408.0	BC5_run2
69	48977.0	BC5_run2
70	30352.0	BC5_run2
71	19620.5	BC5_run2
72	15048.0	BC5_run2
73	13715.0	BC5_run2
74	10856.0	BC5_run2
75	7775.0	BC5_run2
76	6234.0	BC5_run2
77	4885.0	BC5_run2
78	4154.0	BC5_run2
79	3496.0	BC5_run2
80	2431.0	BC5_run2
81	1848.5	BC5_run2
82	854.5	BC5_run2
83	442.5	BC5_run2
84	461.0	BC5_run2
85	294.5	BC5_run2
86	114.5	BC5_run2
87	57.0	BC5_run2
88	23.0	BC5_run2
89	9.0	BC5_run2
90	3.0	BC5_run2
91	3.5	BC5_run2
92	2.5	BC5_run2
93	1.0	BC5_run2
94	1.5	BC5_run2
95	1.0	BC5_run2
96	0.0	BC5_run2
97	0.0	BC5_run2
98	1.0	BC5_run2
99	3.0	BC5_run2
100	4.0	BC5_run2
0	4.0	BC16_run2
1	4.5	BC16_run2
2	8.5	BC16_run2
3	12.5	BC16_run2
4	14.0	BC16_run2
5	18.5	BC16_run2
6	17.5	BC16_run2
7	14.5	BC16_run2
8	19.5	BC16_run2
9	32.0	BC16_run2
10	70.0	BC16_run2
11	116.5	BC16_run2
12	139.0	BC16_run2
13	216.0	BC16_run2
14	443.0	BC16_run2
15	731.5	BC16_run2
16	900.5	BC16_run2
17	1421.5	BC16_run2
18	2686.0	BC16_run2
19	5299.5	BC16_run2
20	7575.0	BC16_run2
21	10710.0	BC16_run2
22	17496.0	BC16_run2
23	27620.0	BC16_run2
24	34608.5	BC16_run2
25	43347.5	BC16_run2
26	61975.5	BC16_run2
27	85237.5	BC16_run2
28	99537.5	BC16_run2
29	116474.5	BC16_run2
30	147546.5	BC16_run2
31	181693.5	BC16_run2
32	200966.0	BC16_run2
33	227183.0	BC16_run2
34	271046.0	BC16_run2
35	305387.0	BC16_run2
36	323230.5	BC16_run2
37	340312.5	BC16_run2
38	365141.0	BC16_run2
39	391404.0	BC16_run2
40	415698.0	BC16_run2
41	449716.0	BC16_run2
42	512004.5	BC16_run2
43	540418.0	BC16_run2
44	529275.5	BC16_run2
45	522240.5	BC16_run2
46	522280.0	BC16_run2
47	519365.5	BC16_run2
48	509901.0	BC16_run2
49	503290.0	BC16_run2
50	487884.0	BC16_run2
51	465210.0	BC16_run2
52	446122.0	BC16_run2
53	397104.5	BC16_run2
54	331972.5	BC16_run2
55	279584.0	BC16_run2
56	245622.5	BC16_run2
57	227449.5	BC16_run2
58	205643.5	BC16_run2
59	187582.0	BC16_run2
60	170153.5	BC16_run2
61	148796.5	BC16_run2
62	130461.0	BC16_run2
63	101956.0	BC16_run2
64	74761.0	BC16_run2
65	53715.0	BC16_run2
66	29390.5	BC16_run2
67	19446.5	BC16_run2
68	15789.5	BC16_run2
69	12879.0	BC16_run2
70	9378.0	BC16_run2
71	6597.5	BC16_run2
72	5316.0	BC16_run2
73	4449.5	BC16_run2
74	3550.5	BC16_run2
75	2729.0	BC16_run2
76	2147.5	BC16_run2
77	1521.0	BC16_run2
78	788.0	BC16_run2
79	515.0	BC16_run2
80	438.0	BC16_run2
81	315.0	BC16_run2
82	186.5	BC16_run2
83	122.0	BC16_run2
84	96.5	BC16_run2
85	95.0	BC16_run2
86	76.0	BC16_run2
87	43.0	BC16_run2
88	33.0	BC16_run2
89	27.5	BC16_run2
90	25.0	BC16_run2
91	19.5	BC16_run2
92	13.5	BC16_run2
93	12.5	BC16_run2
94	9.5	BC16_run2
95	6.5	BC16_run2
96	4.5	BC16_run2
97	3.0	BC16_run2
98	2.0	BC16_run2
99	3.5	BC16_run2
100	6.0	BC16_run2
0	0.0	BC9_run2
1	0.5	BC9_run2
2	1.0	BC9_run2
3	1.0	BC9_run2
4	0.5	BC9_run2
5	0.5	BC9_run2
6	1.5	BC9_run2
7	3.0	BC9_run2
8	4.0	BC9_run2
9	3.5	BC9_run2
10	4.0	BC9_run2
11	7.0	BC9_run2
12	11.5	BC9_run2
13	17.0	BC9_run2
14	234.0	BC9_run2
15	843.5	BC9_run2
16	1258.5	BC9_run2
17	729.5	BC9_run2
18	465.0	BC9_run2
19	1433.0	BC9_run2
20	2141.0	BC9_run2
21	3701.5	BC9_run2
22	6260.5	BC9_run2
23	10235.5	BC9_run2
24	15883.5	BC9_run2
25	21007.5	BC9_run2
26	20331.5	BC9_run2
