GC_Content	Count	sample
27	17410.5	BC9_run2
28	19365.0	BC9_run2
29	26503.5	BC9_run2
30	30589.5	BC9_run2
31	31340.5	BC9_run2
32	34862.0	BC9_run2
33	41945.5	BC9_run2
34	41944.5	BC9_run2
35	46992.0	BC9_run2
36	56419.0	BC9_run2
37	55546.0	BC9_run2
38	58885.5	BC9_run2
39	56432.0	BC9_run2
40	52329.0	BC9_run2
41	52270.5	BC9_run2
42	52248.0	BC9_run2
43	55859.0	BC9_run2
44	57192.0	BC9_run2
45	51328.5	BC9_run2
46	53640.5	BC9_run2
47	61176.5	BC9_run2
48	65353.0	BC9_run2
49	65907.5	BC9_run2
50	75366.5	BC9_run2
51	563948.5	BC9_run2
52	1036959.5	BC9_run2
53	565461.5	BC9_run2
54	73827.5	BC9_run2
55	47331.5	BC9_run2
56	45061.5	BC9_run2
57	55560.0	BC9_run2
58	60711.5	BC9_run2
59	59645.5	BC9_run2
60	62631.0	BC9_run2
61	64308.5	BC9_run2
62	56094.5	BC9_run2
63	55858.5	BC9_run2
64	65459.5	BC9_run2
65	56593.5	BC9_run2
66	40279.5	BC9_run2
67	32142.5	BC9_run2
68	31351.5	BC9_run2
69	32234.0	BC9_run2
70	32720.0	BC9_run2
71	22880.0	BC9_run2
72	13599.5	BC9_run2
73	11635.5	BC9_run2
74	7949.5	BC9_run2
75	5292.5	BC9_run2
76	4181.0	BC9_run2
77	2900.0	BC9_run2
78	1093.0	BC9_run2
79	361.5	BC9_run2
80	273.5	BC9_run2
81	252.5	BC9_run2
82	225.5	BC9_run2
83	220.0	BC9_run2
84	267.5	BC9_run2
85	324.0	BC9_run2
86	340.5	BC9_run2
87	371.0	BC9_run2
88	349.5	BC9_run2
89	234.0	BC9_run2
90	153.5	BC9_run2
91	89.0	BC9_run2
92	37.5	BC9_run2
93	21.0	BC9_run2
94	5.5	BC9_run2
95	3.0	BC9_run2
96	0.5	BC9_run2
97	1.0	BC9_run2
98	2.5	BC9_run2
99	13.5	BC9_run2
100	23.0	BC9_run2
0	0.0	BC8_run1
1	0.0	BC8_run1
2	1.0	BC8_run1
3	2.5	BC8_run1
4	4.0	BC8_run1
5	6.0	BC8_run1
6	11.0	BC8_run1
7	18.0	BC8_run1
8	21.5	BC8_run1
9	26.0	BC8_run1
10	41.0	BC8_run1
11	72.5	BC8_run1
12	95.0	BC8_run1
13	137.5	BC8_run1
14	226.0	BC8_run1
15	386.5	BC8_run1
16	569.5	BC8_run1
17	933.0	BC8_run1
18	1623.0	BC8_run1
19	2860.0	BC8_run1
20	3911.0	BC8_run1
21	5135.0	BC8_run1
22	7771.5	BC8_run1
23	11247.5	BC8_run1
24	13423.0	BC8_run1
25	16790.0	BC8_run1
26	22665.5	BC8_run1
27	29095.5	BC8_run1
28	33200.5	BC8_run1
29	37633.0	BC8_run1
30	46149.5	BC8_run1
31	56112.0	BC8_run1
32	61734.5	BC8_run1
33	68173.0	BC8_run1
34	80353.5	BC8_run1
35	92569.0	BC8_run1
36	98626.5	BC8_run1
37	105301.5	BC8_run1
38	118295.0	BC8_run1
39	130230.0	BC8_run1
40	136489.5	BC8_run1
41	146729.0	BC8_run1
42	170169.5	BC8_run1
43	185081.0	BC8_run1
44	185284.5	BC8_run1
45	190301.0	BC8_run1
46	201969.0	BC8_run1
47	210696.5	BC8_run1
48	214312.5	BC8_run1
49	224457.0	BC8_run1
50	247235.0	BC8_run1
51	270576.5	BC8_run1
52	278882.0	BC8_run1
53	255895.5	BC8_run1
54	231085.5	BC8_run1
55	218222.5	BC8_run1
56	209841.5	BC8_run1
57	201192.5	BC8_run1
58	179055.0	BC8_run1
59	167304.5	BC8_run1
60	167036.5	BC8_run1
61	150687.0	BC8_run1
62	125900.0	BC8_run1
63	113675.0	BC8_run1
64	110759.0	BC8_run1
65	92260.5	BC8_run1
66	59815.5	BC8_run1
67	45397.0	BC8_run1
68	45152.5	BC8_run1
69	34706.5	BC8_run1
70	20732.0	BC8_run1
71	15969.5	BC8_run1
72	14717.5	BC8_run1
73	13851.5	BC8_run1
74	13577.0	BC8_run1
75	11882.0	BC8_run1
76	8941.5	BC8_run1
77	7683.0	BC8_run1
78	6575.5	BC8_run1
79	4352.0	BC8_run1
80	2629.5	BC8_run1
81	1765.5	BC8_run1
82	698.0	BC8_run1
83	241.0	BC8_run1
84	139.0	BC8_run1
85	106.0	BC8_run1
86	63.5	BC8_run1
87	40.5	BC8_run1
88	31.5	BC8_run1
89	24.0	BC8_run1
90	17.5	BC8_run1
91	13.5	BC8_run1
92	13.5	BC8_run1
93	12.0	BC8_run1
94	9.0	BC8_run1
95	7.5	BC8_run1
96	8.0	BC8_run1
97	7.5	BC8_run1
98	5.0	BC8_run1
99	4.0	BC8_run1
100	4.0	BC8_run1
0	0.0	BC11_run2
1	0.5	BC11_run2
2	3.5	BC11_run2
3	6.5	BC11_run2
4	6.5	BC11_run2
5	8.0	BC11_run2
6	11.5	BC11_run2
7	15.0	BC11_run2
8	17.0	BC11_run2
9	28.0	BC11_run2
10	52.0	BC11_run2
11	77.5	BC11_run2
12	101.0	BC11_run2
13	165.5	BC11_run2
14	280.5	BC11_run2
15	447.5	BC11_run2
16	601.5	BC11_run2
17	903.0	BC11_run2
18	1615.5	BC11_run2
19	2850.0	BC11_run2
20	3870.0	BC11_run2
21	5208.0	BC11_run2
22	7966.0	BC11_run2
23	11680.0	BC11_run2
24	14094.0	BC11_run2
25	17303.5	BC11_run2
26	24645.5	BC11_run2
27	32096.0	BC11_run2
28	35416.0	BC11_run2
29	39186.0	BC11_run2
30	47170.5	BC11_run2
31	59934.0	BC11_run2
32	68583.0	BC11_run2
33	73017.0	BC11_run2
34	82111.5	BC11_run2
35	96475.0	BC11_run2
36	105667.0	BC11_run2
37	109866.0	BC11_run2
38	120388.0	BC11_run2
39	132325.5	BC11_run2
40	138776.5	BC11_run2
41	150327.0	BC11_run2
42	180332.5	BC11_run2
43	197560.5	BC11_run2
44	193900.5	BC11_run2
45	201715.0	BC11_run2
46	216387.5	BC11_run2
47	226192.0	BC11_run2
48	230904.0	BC11_run2
49	240392.5	BC11_run2
50	256700.5	BC11_run2
51	277049.5	BC11_run2
52	290989.0	BC11_run2
53	276534.5	BC11_run2
54	260245.5	BC11_run2
55	248092.5	BC11_run2
56	237416.0	BC11_run2
57	231023.5	BC11_run2
58	208930.5	BC11_run2
59	192606.5	BC11_run2
60	189851.0	BC11_run2
61	176961.0	BC11_run2
62	159461.0	BC11_run2
63	147710.5	BC11_run2
64	141844.0	BC11_run2
65	114535.5	BC11_run2
66	70483.5	BC11_run2
67	53373.5	BC11_run2
68	53577.5	BC11_run2
69	42268.0	BC11_run2
70	27638.5	BC11_run2
71	23322.0	BC11_run2
72	22252.5	BC11_run2
73	22868.0	BC11_run2
74	23785.0	BC11_run2
75	20019.0	BC11_run2
76	15287.0	BC11_run2
77	13636.0	BC11_run2
78	11606.5	BC11_run2
79	7902.0	BC11_run2
80	5146.5	BC11_run2
81	3499.5	BC11_run2
82	1444.0	BC11_run2
83	616.0	BC11_run2
84	448.5	BC11_run2
85	392.0	BC11_run2
86	211.5	BC11_run2
87	56.5	BC11_run2
88	49.0	BC11_run2
89	38.0	BC11_run2
90	27.5	BC11_run2
91	24.0	BC11_run2
92	23.5	BC11_run2
93	22.5	BC11_run2
94	17.0	BC11_run2
95	12.5	BC11_run2
96	11.5	BC11_run2
97	10.0	BC11_run2
98	7.0	BC11_run2
99	5.5	BC11_run2
100	5.0	BC11_run2
0	2.0	BC15_run1
1	2.0	BC15_run1
2	2.0	BC15_run1
3	2.0	BC15_run1
4	2.5	BC15_run1
5	5.5	BC15_run1
6	8.5	BC15_run1
7	10.0	BC15_run1
8	13.5	BC15_run1
9	23.5	BC15_run1
10	38.0	BC15_run1
11	132.5	BC15_run1
12	229.0	BC15_run1
13	255.5	BC15_run1
14	560.0	BC15_run1
15	952.5	BC15_run1
16	1072.0	BC15_run1
17	1278.0	BC15_run1
18	2528.0	BC15_run1
19	4491.5	BC15_run1
20	5591.5	BC15_run1
21	8470.0	BC15_run1
22	13767.5	BC15_run1
23	22363.5	BC15_run1
24	29026.5	BC15_run1
25	36084.5	BC15_run1
26	50187.0	BC15_run1
27	64305.5	BC15_run1
28	72132.0	BC15_run1
29	86325.0	BC15_run1
30	108282.0	BC15_run1
31	129166.5	BC15_run1
32	141969.5	BC15_run1
33	162194.0	BC15_run1
34	192934.5	BC15_run1
35	217502.0	BC15_run1
36	230211.0	BC15_run1
37	241670.5	BC15_run1
38	261150.5	BC15_run1
39	277931.0	BC15_run1
40	289648.0	BC15_run1
41	314818.0	BC15_run1
42	360519.5	BC15_run1
43	378728.5	BC15_run1
44	370699.0	BC15_run1
45	372666.5	BC15_run1
46	381888.5	BC15_run1
47	381957.5	BC15_run1
48	377538.5	BC15_run1
49	373645.0	BC15_run1
50	363112.5	BC15_run1
51	350260.0	BC15_run1
52	338254.0	BC15_run1
53	293942.5	BC15_run1
54	237517.5	BC15_run1
55	199783.0	BC15_run1
56	177615.5	BC15_run1
57	170017.0	BC15_run1
58	153405.5	BC15_run1
59	133271.5	BC15_run1
60	119697.5	BC15_run1
61	107277.0	BC15_run1
62	92869.5	BC15_run1
63	69611.0	BC15_run1
64	51203.5	BC15_run1
65	39813.5	BC15_run1
66	25376.5	BC15_run1
67	17399.5	BC15_run1
68	13780.0	BC15_run1
69	11093.5	BC15_run1
70	8243.5	BC15_run1
71	6947.5	BC15_run1
72	6379.0	BC15_run1
73	5046.5	BC15_run1
74	3973.0	BC15_run1
75	3505.0	BC15_run1
76	3028.5	BC15_run1
77	2269.5	BC15_run1
78	1312.5	BC15_run1
79	1211.0	BC15_run1
80	1278.0	BC15_run1
81	801.5	BC15_run1
82	233.0	BC15_run1
83	87.5	BC15_run1
84	69.5	BC15_run1
85	56.5	BC15_run1
86	44.0	BC15_run1
87	28.5	BC15_run1
88	17.0	BC15_run1
89	12.5	BC15_run1
90	9.5	BC15_run1
91	8.0	BC15_run1
92	7.5	BC15_run1
93	7.0	BC15_run1
94	6.5	BC15_run1
95	3.5	BC15_run1
96	1.0	BC15_run1
97	0.5	BC15_run1
98	1.5	BC15_run1
99	3.0	BC15_run1
100	3.0	BC15_run1
0	2.0	BC12_run1
1	2.5	BC12_run1
2	3.0	BC12_run1
3	3.0	BC12_run1
4	4.5	BC12_run1
5	12.0	BC12_run1
6	24.0	BC12_run1
7	35.0	BC12_run1
8	39.0	BC12_run1
9	54.0	BC12_run1
10	101.0	BC12_run1
11	163.0	BC12_run1
12	206.0	BC12_run1
13	304.0	BC12_run1
14	521.5	BC12_run1
15	865.0	BC12_run1
16	1149.0	BC12_run1
17	1631.5	BC12_run1
18	2600.0	BC12_run1
19	4050.0	BC12_run1
20	5188.0	BC12_run1
21	6682.0	BC12_run1
22	9658.0	BC12_run1
23	13678.0	BC12_run1
24	16369.5	BC12_run1
25	19444.0	BC12_run1
26	25323.5	BC12_run1
27	32005.0	BC12_run1
28	36146.5	BC12_run1
29	40801.0	BC12_run1
30	49065.5	BC12_run1
31	57944.5	BC12_run1
32	62743.5	BC12_run1
33	68349.5	BC12_run1
34	78430.5	BC12_run1
35	88160.5	BC12_run1
36	93258.5	BC12_run1
37	98661.0	BC12_run1
38	108920.5	BC12_run1
39	118042.0	BC12_run1
40	122801.5	BC12_run1
41	132240.0	BC12_run1
42	156921.5	BC12_run1
43	171913.0	BC12_run1
44	169397.0	BC12_run1
45	172684.5	BC12_run1
46	182189.0	BC12_run1
47	188659.0	BC12_run1
48	190961.5	BC12_run1
49	198974.5	BC12_run1
50	213106.0	BC12_run1
51	232299.0	BC12_run1
52	244590.5	BC12_run1
53	231681.0	BC12_run1
54	218977.5	BC12_run1
55	209882.0	BC12_run1
56	201985.5	BC12_run1
57	192932.0	BC12_run1
58	177019.5	BC12_run1
59	171956.0	BC12_run1
60	169411.0	BC12_run1
61	156945.5	BC12_run1
62	149216.5	BC12_run1
63	145198.0	BC12_run1
64	138785.5	BC12_run1
65	110401.0	BC12_run1
66	66729.5	BC12_run1
67	50946.0	BC12_run1
68	51396.5	BC12_run1
69	41897.5	BC12_run1
70	28202.0	BC12_run1
71	24577.5	BC12_run1
72	25032.0	BC12_run1
73	26939.0	BC12_run1
74	30303.5	BC12_run1
75	25592.5	BC12_run1
76	18535.5	BC12_run1
77	16748.5	BC12_run1
78	14498.0	BC12_run1
79	9537.5	BC12_run1
80	5822.5	BC12_run1
81	4260.5	BC12_run1
82	2045.5	BC12_run1
83	973.0	BC12_run1
84	832.5	BC12_run1
85	999.5	BC12_run1
86	696.0	BC12_run1
87	181.0	BC12_run1
88	190.5	BC12_run1
89	110.0	BC12_run1
90	27.5	BC12_run1
91	17.0	BC12_run1
92	10.5	BC12_run1
93	9.0	BC12_run1
94	7.5	BC12_run1
95	5.5	BC12_run1
96	4.5	BC12_run1
97	6.0	BC12_run1
98	6.5	BC12_run1
99	6.0	BC12_run1
100	6.0	BC12_run1
0	0.0	BC7_run1
1	0.0	BC7_run1
2	0.0	BC7_run1
3	2.0	BC7_run1
4	4.0	BC7_run1
5	19.0	BC7_run1
6	37.5	BC7_run1
7	39.5	BC7_run1
8	66.5	BC7_run1
9	94.0	BC7_run1
10	116.5	BC7_run1
11	230.5	BC7_run1
12	304.0	BC7_run1
13	333.0	BC7_run1
14	508.0	BC7_run1
15	828.0	BC7_run1
16	1081.0	BC7_run1
17	1735.5	BC7_run1
18	3142.5	BC7_run1
19	5908.5	BC7_run1
20	8077.0	BC7_run1
21	10339.0	BC7_run1
22	15170.0	BC7_run1
23	22983.0	BC7_run1
24	28530.0	BC7_run1
25	35732.5	BC7_run1
26	49046.5	BC7_run1
27	61642.5	BC7_run1
28	68845.5	BC7_run1
29	78720.5	BC7_run1
30	94573.5	BC7_run1
31	113150.0	BC7_run1
32	124619.0	BC7_run1
33	137236.5	BC7_run1
34	159528.0	BC7_run1
35	179432.5	BC7_run1
36	189371.5	BC7_run1
37	192435.0	BC7_run1
38	206006.0	BC7_run1
39	226660.5	BC7_run1
40	237343.5	BC7_run1
41	245570.5	BC7_run1
42	261164.0	BC7_run1
43	280470.0	BC7_run1
44	293709.5	BC7_run1
45	302405.0	BC7_run1
46	306643.5	BC7_run1
47	301711.0	BC7_run1
48	301605.5	BC7_run1
49	306448.5	BC7_run1
50	319354.0	BC7_run1
51	351401.5	BC7_run1
52	372787.5	BC7_run1
53	341795.0	BC7_run1
54	337313.0	BC7_run1
55	316685.5	BC7_run1
56	273028.5	BC7_run1
57	265502.0	BC7_run1
58	285930.0	BC7_run1
59	339034.0	BC7_run1
60	343581.0	BC7_run1
61	293631.0	BC7_run1
62	233624.0	BC7_run1
63	168647.5	BC7_run1
64	130587.5	BC7_run1
65	109366.0	BC7_run1
66	77641.5	BC7_run1
67	76887.5	BC7_run1
68	87165.5	BC7_run1
69	63142.5	BC7_run1
70	31163.5	BC7_run1
71	17587.5	BC7_run1
72	12138.0	BC7_run1
73	10420.0	BC7_run1
74	7891.5	BC7_run1
75	6054.0	BC7_run1
76	5004.0	BC7_run1
77	4464.0	BC7_run1
78	3337.0	BC7_run1
79	2359.5	BC7_run1
80	2007.5	BC7_run1
81	1439.0	BC7_run1
82	639.0	BC7_run1
83	208.5	BC7_run1
84	110.0	BC7_run1
85	57.0	BC7_run1
86	19.0	BC7_run1
87	10.0	BC7_run1
88	6.0	BC7_run1
89	3.5	BC7_run1
90	2.0	BC7_run1
91	2.0	BC7_run1
92	4.5	BC7_run1
93	7.5	BC7_run1
94	7.0	BC7_run1
95	4.0	BC7_run1
96	3.0	BC7_run1
97	2.0	BC7_run1
98	2.5	BC7_run1
99	2.5	BC7_run1
100	1.0	BC7_run1
0	1.0	BC11_run3
1	1.5	BC11_run3
2	4.0	BC11_run3
3	6.0	BC11_run3
4	7.0	BC11_run3
5	10.5	BC11_run3
6	18.0	BC11_run3
7	28.5	BC11_run3
8	37.5	BC11_run3
9	59.5	BC11_run3
10	93.0	BC11_run3
11	132.0	BC11_run3
12	182.5	BC11_run3
13	304.0	BC11_run3
14	508.0	BC11_run3
15	836.0	BC11_run3
16	1144.0	BC11_run3
17	1811.5	BC11_run3
18	3196.0	BC11_run3
19	5800.5	BC11_run3
20	8093.5	BC11_run3
21	10654.5	BC11_run3
22	15993.0	BC11_run3
23	23482.0	BC11_run3
24	28587.0	BC11_run3
25	35507.0	BC11_run3
26	48315.5	BC11_run3
27	62481.0	BC11_run3
28	70884.5	BC11_run3
29	80354.0	BC11_run3
30	98235.0	BC11_run3
31	119923.0	BC11_run3
32	132875.0	BC11_run3
33	146837.5	BC11_run3
34	172003.5	BC11_run3
35	198017.0	BC11_run3
36	212258.0	BC11_run3
37	225280.5	BC11_run3
38	252157.0	BC11_run3
39	278491.0	BC11_run3
40	292350.0	BC11_run3
41	316080.5	BC11_run3
42	377088.0	BC11_run3
43	413176.0	BC11_run3
44	407043.0	BC11_run3
45	420256.5	BC11_run3
46	452464.5	BC11_run3
47	478257.0	BC11_run3
48	488612.0	BC11_run3
49	506813.0	BC11_run3
50	538381.5	BC11_run3
51	577504.5	BC11_run3
52	605178.0	BC11_run3
53	576139.5	BC11_run3
54	543386.0	BC11_run3
55	516587.5	BC11_run3
56	491806.5	BC11_run3
57	469095.5	BC11_run3
58	422176.0	BC11_run3
59	393784.0	BC11_run3
60	385055.0	BC11_run3
61	355551.5	BC11_run3
62	322021.5	BC11_run3
63	300575.5	BC11_run3
64	285941.5	BC11_run3
65	231409.0	BC11_run3
66	143342.0	BC11_run3
67	105025.5	BC11_run3
68	101253.0	BC11_run3
69	81634.0	BC11_run3
70	55441.5	BC11_run3
71	46534.5	BC11_run3
72	44260.0	BC11_run3
73	45525.0	BC11_run3
74	47889.5	BC11_run3
75	40737.0	BC11_run3
76	30865.5	BC11_run3
77	27551.5	BC11_run3
78	23499.5	BC11_run3
79	16029.5	BC11_run3
80	10722.5	BC11_run3
81	7267.0	BC11_run3
82	2924.5	BC11_run3
83	1229.5	BC11_run3
84	939.5	BC11_run3
85	810.5	BC11_run3
86	420.5	BC11_run3
87	116.5	BC11_run3
88	102.0	BC11_run3
89	74.5	BC11_run3
90	49.5	BC11_run3
91	42.0	BC11_run3
92	39.0	BC11_run3
93	39.5	BC11_run3
94	33.5	BC11_run3
95	21.0	BC11_run3
96	11.5	BC11_run3
97	10.0	BC11_run3
98	8.5	BC11_run3
99	7.5	BC11_run3
100	9.0	BC11_run3
0	0.0	BC14_run2
1	0.5	BC14_run2
2	1.0	BC14_run2
3	1.0	BC14_run2
4	0.5	BC14_run2
5	0.0	BC14_run2
6	0.0	BC14_run2
7	0.0	BC14_run2
8	1.0	BC14_run2
9	3.0	BC14_run2
10	5.5	BC14_run2
11	12.5	BC14_run2
12	19.0	BC14_run2
13	24.5	BC14_run2
14	30.5	BC14_run2
15	38.5	BC14_run2
16	56.0	BC14_run2
17	87.5	BC14_run2
18	142.0	BC14_run2
19	2850.5	BC14_run2
20	5336.0	BC14_run2
21	4129.5	BC14_run2
22	6606.0	BC14_run2
23	10702.5	BC14_run2
24	11263.5	BC14_run2
25	12720.5	BC14_run2
26	17138.0	BC14_run2
27	27881.5	BC14_run2
28	38009.5	BC14_run2
29	40958.5	BC14_run2
30	51471.0	BC14_run2
31	60375.0	BC14_run2
32	59591.5	BC14_run2
33	74265.5	BC14_run2
34	110542.5	BC14_run2
35	128910.0	BC14_run2
36	129909.0	BC14_run2
37	142352.0	BC14_run2
38	153443.0	BC14_run2
39	165312.5	BC14_run2
40	176978.5	BC14_run2
41	194671.5	BC14_run2
42	204141.0	BC14_run2
43	192030.0	BC14_run2
44	185453.5	BC14_run2
45	182436.5	BC14_run2
46	181703.0	BC14_run2
47	169163.5	BC14_run2
48	153796.0	BC14_run2
49	161978.5	BC14_run2
50	174260.5	BC14_run2
51	355730.5	BC14_run2
52	525711.5	BC14_run2
53	324133.0	BC14_run2
54	126698.0	BC14_run2
55	112418.5	BC14_run2
56	96424.5	BC14_run2
57	83713.5	BC14_run2
58	82964.5	BC14_run2
59	87251.0	BC14_run2
60	84886.5	BC14_run2
61	86156.0	BC14_run2
62	89216.0	BC14_run2
63	78167.5	BC14_run2
64	64717.5	BC14_run2
65	55899.5	BC14_run2
66	46011.0	BC14_run2
67	48039.0	BC14_run2
68	51266.0	BC14_run2
69	48204.5	BC14_run2
70	39321.5	BC14_run2
71	26294.5	BC14_run2
72	19235.0	BC14_run2
73	17026.0	BC14_run2
74	13918.5	BC14_run2
75	10852.0	BC14_run2
76	8343.0	BC14_run2
77	9768.5	BC14_run2
78	8318.5	BC14_run2
79	4156.0	BC14_run2
80	3567.0	BC14_run2
81	3346.0	BC14_run2
82	1749.0	BC14_run2
83	767.0	BC14_run2
84	1164.5	BC14_run2
85	661.0	BC14_run2
86	113.0	BC14_run2
87	60.0	BC14_run2
88	54.5	BC14_run2
89	55.0	BC14_run2
90	70.5	BC14_run2
91	96.0	BC14_run2
92	99.5	BC14_run2
93	92.0	BC14_run2
94	81.0	BC14_run2
95	92.0	BC14_run2
96	115.5	BC14_run2
97	168.5	BC14_run2
98	536.0	BC14_run2
99	498.0	BC14_run2
100	141.0	BC14_run2
0	9.0	BC16_run1
1	8.0	BC16_run1
2	10.5	BC16_run1
3	14.5	BC16_run1
4	15.5	BC16_run1
5	20.5	BC16_run1
6	22.5	BC16_run1
7	18.5	BC16_run1
8	17.5	BC16_run1
9	33.0	BC16_run1
10	75.5	BC16_run1
11	118.5	BC16_run1
12	138.5	BC16_run1
13	212.5	BC16_run1
14	397.0	BC16_run1
15	667.0	BC16_run1
16	878.5	BC16_run1
17	1377.0	BC16_run1
18	2708.5	BC16_run1
19	5350.0	BC16_run1
20	7499.0	BC16_run1
21	10490.0	BC16_run1
22	16997.5	BC16_run1
23	26732.5	BC16_run1
24	33555.0	BC16_run1
25	42366.5	BC16_run1
26	60154.5	BC16_run1
27	81884.5	BC16_run1
28	95656.5	BC16_run1
29	112820.0	BC16_run1
30	142860.0	BC16_run1
31	175204.0	BC16_run1
32	193686.5	BC16_run1
33	218402.5	BC16_run1
34	260025.5	BC16_run1
35	293180.0	BC16_run1
36	310246.0	BC16_run1
37	326080.5	BC16_run1
38	349736.5	BC16_run1
39	374840.0	BC16_run1
40	397235.0	BC16_run1
41	428344.5	BC16_run1
42	487862.5	BC16_run1
43	514751.5	BC16_run1
44	502280.5	BC16_run1
45	496266.5	BC16_run1
46	497157.5	BC16_run1
47	494359.5	BC16_run1
48	486191.5	BC16_run1
49	479418.5	BC16_run1
50	463301.0	BC16_run1
51	441412.5	BC16_run1
52	424038.0	BC16_run1
53	377317.5	BC16_run1
54	315608.5	BC16_run1
55	266508.0	BC16_run1
56	234639.0	BC16_run1
57	217296.5	BC16_run1
58	195613.5	BC16_run1
59	177821.0	BC16_run1
60	161625.0	BC16_run1
61	142078.5	BC16_run1
62	124707.5	BC16_run1
63	97749.5	BC16_run1
64	72422.5	BC16_run1
65	51678.0	BC16_run1
66	27873.5	BC16_run1
67	18367.5	BC16_run1
68	14816.5	BC16_run1
69	12166.0	BC16_run1
70	8815.5	BC16_run1
71	6211.5	BC16_run1
72	5059.5	BC16_run1
73	4183.5	BC16_run1
74	3338.5	BC16_run1
75	2556.5	BC16_run1
76	1943.0	BC16_run1
77	1386.5	BC16_run1
78	795.5	BC16_run1
79	565.5	BC16_run1
80	463.5	BC16_run1
81	339.5	BC16_run1
82	187.5	BC16_run1
83	115.0	BC16_run1
84	101.5	BC16_run1
85	99.0	BC16_run1
86	86.5	BC16_run1
87	55.5	BC16_run1
88	35.5	BC16_run1
89	32.5	BC16_run1
90	28.5	BC16_run1
91	20.0	BC16_run1
92	16.5	BC16_run1
93	20.0	BC16_run1
94	18.5	BC16_run1
95	7.5	BC16_run1
96	3.0	BC16_run1
97	5.0	BC16_run1
98	5.0	BC16_run1
99	7.0	BC16_run1
100	9.0	BC16_run1
0	0.0	BC14_run1
1	0.0	BC14_run1
2	0.5	BC14_run1
3	1.0	BC14_run1
4	1.0	BC14_run1
5	1.0	BC14_run1
6	1.0	BC14_run1
7	2.0	BC14_run1
8	2.0	BC14_run1
9	2.0	BC14_run1
10	6.5	BC14_run1
11	11.0	BC14_run1
12	11.5	BC14_run1
13	14.5	BC14_run1
14	25.5	BC14_run1
15	38.0	BC14_run1
16	50.5	BC14_run1
17	90.5	BC14_run1
18	155.0	BC14_run1
19	2629.0	BC14_run1
20	4898.0	BC14_run1
21	3787.5	BC14_run1
22	6230.5	BC14_run1
23	9951.0	BC14_run1
24	10235.0	BC14_run1
25	11558.5	BC14_run1
26	15952.5	BC14_run1
27	26278.0	BC14_run1
28	35681.5	BC14_run1
29	38392.0	BC14_run1
30	48150.0	BC14_run1
31	56517.0	BC14_run1
32	55970.0	BC14_run1
33	69927.0	BC14_run1
34	104149.5	BC14_run1
35	120849.0	BC14_run1
36	121282.5	BC14_run1
37	133366.0	BC14_run1
38	144494.5	BC14_run1
39	156690.5	BC14_run1
40	167881.0	BC14_run1
41	184610.0	BC14_run1
42	193339.5	BC14_run1
43	180417.5	BC14_run1
44	173869.5	BC14_run1
45	172244.0	BC14_run1
46	172790.5	BC14_run1
47	161071.0	BC14_run1
48	146089.5	BC14_run1
49	154338.5	BC14_run1
50	166032.0	BC14_run1
51	345909.0	BC14_run1
52	515797.5	BC14_run1
53	316992.0	BC14_run1
54	121761.5	BC14_run1
55	107333.0	BC14_run1
56	91418.0	BC14_run1
57	79838.0	BC14_run1
58	79030.0	BC14_run1
59	83085.5	BC14_run1
60	81291.0	BC14_run1
61	82003.5	BC14_run1
62	84531.0	BC14_run1
63	73652.5	BC14_run1
64	60338.0	BC14_run1
65	52288.0	BC14_run1
66	43062.5	BC14_run1
67	44789.5	BC14_run1
68	47801.5	BC14_run1
69	44915.0	BC14_run1
70	36665.5	BC14_run1
71	24369.5	BC14_run1
72	17643.5	BC14_run1
73	15880.0	BC14_run1
74	13196.0	BC14_run1
75	10404.0	BC14_run1
76	8111.0	BC14_run1
77	9305.0	BC14_run1
78	7895.5	BC14_run1
79	4026.5	BC14_run1
80	3459.5	BC14_run1
81	3202.5	BC14_run1
82	1662.0	BC14_run1
83	757.5	BC14_run1
84	1140.5	BC14_run1
85	650.0	BC14_run1
86	120.5	BC14_run1
87	60.5	BC14_run1
88	53.5	BC14_run1
89	64.0	BC14_run1
90	70.5	BC14_run1
91	84.5	BC14_run1
92	92.0	BC14_run1
93	76.0	BC14_run1
94	71.0	BC14_run1
95	85.0	BC14_run1
96	91.0	BC14_run1
97	135.5	BC14_run1
98	521.5	BC14_run1
99	509.5	BC14_run1
100	157.0	BC14_run1
0	0.0	BC14_run3
1	0.0	BC14_run3
2	0.0	BC14_run3
3	0.0	BC14_run3
4	0.0	BC14_run3
5	0.0	BC14_run3
6	0.0	BC14_run3
7	0.0	BC14_run3
8	0.0	BC14_run3
9	0.0	BC14_run3
10	0.5	BC14_run3
11	0.5	BC14_run3
12	0.5	BC14_run3
13	2.0	BC14_run3
14	3.0	BC14_run3
15	3.0	BC14_run3
16	4.5	BC14_run3
17	9.0	BC14_run3
18	24.0	BC14_run3
19	1088.5	BC14_run3
20	2065.0	BC14_run3
21	1613.5	BC14_run3
22	2744.5	BC14_run3
23	4502.5	BC14_run3
24	4721.5	BC14_run3
25	5244.0	BC14_run3
26	7031.5	BC14_run3
27	11509.5	BC14_run3
28	15621.0	BC14_run3
29	16809.0	BC14_run3
30	21666.5	BC14_run3
31	26006.0	BC14_run3
32	25861.5	BC14_run3
33	31772.5	BC14_run3
34	47774.5	BC14_run3
35	55949.5	BC14_run3
36	55618.0	BC14_run3
37	60686.0	BC14_run3
38	66272.0	BC14_run3
39	72173.5	BC14_run3
40	76775.5	BC14_run3
41	84528.5	BC14_run3
