Base	N-Count	sample
23	0.00371414304403	BC6_run3
24	0.000619023840672	BC6_run3
25	0.00288877792313	BC6_run3
26	0.0	BC6_run3
27	0.0	BC6_run3
28	0.000627322399801	BC6_run3
29	0.0	BC6_run3
30	0.00147419940442	BC6_run3
31	0.00612459107795	BC6_run3
32	0.0101585151637	BC6_run3
33	0.00848162032875	BC6_run3
34	0.00127446711344	BC6_run3
35	0.00276646953798	BC6_run3
36	0.00298745694861	BC6_run3
37	0.00983948800438	BC6_run3
38	0.0042889371156	BC6_run3
39	0.00086032421318	BC6_run3
40	0.0	BC6_run3
41	0.00324443579262	BC6_run3
42	0.00151802656546	BC6_run3
43	0.00195613901628	BC6_run3
44	0.00239892353758	BC6_run3
45	0.00240942215486	BC6_run3
46	0.00594421682742	BC6_run3
47	0.000221347163104	BC6_run3
48	0.000889303897374	BC6_run3
49	0.000669220113187	BC6_run3
50	0.00626464080116	BC6_run3
51	0.00112266457701	BC6_run3
52	0.00496369732276	BC6_run3
53	0.000238013066917	BC6_run3
54	0.0	BC6_run3
55	0.0	BC6_run3
56	0.0	BC6_run3
57	0.000241734493337	BC6_run3
58	0.000971897581433	BC6_run3
59	0.0	BC6_run3
60	0.00128840742535	BC6_run3
61	0.00103455678294	BC6_run3
62	0.00440919394747	BC6_run3
63	0.00833635091869	BC6_run3
64	0.00130668736459	BC6_run3
65	0.00209653495186	BC6_run3
66	0.00289091018993	BC6_run3
67	0.000527359405982	BC6_run3
68	0.000530975800778	BC6_run3
69	0.00294404967415	BC6_run3
70	0.00298476683544	BC6_run3
71	0.0	BC6_run3
72	0.0	BC6_run3
73	0.000906725180665	BC6_run3
74	0.0	BC6_run3
75	0.0	BC6_run3
1	9.75215864032e-05	BC16_run3
2	0.00126778062324	BC16_run3
3	0.000858189960348	BC16_run3
4	0.00369606812468	BC16_run3
5	0.0782805774058	BC16_run3
6	0.00218448353543	BC16_run3
7	0.00299391270258	BC16_run3
8	0.00184315798302	BC16_run3
9	0.0113905212919	BC16_run3
10	0.00288663895753	BC16_run3
11	0.00943033740518	BC16_run3
12	0.00781147907089	BC16_run3
13	0.0274133179379	BC16_run3
14	0.0134677310823	BC16_run3
15	0.0128435929293	BC16_run3
16	0.0148915462438	BC16_run3
17	0.0129411145157	BC16_run3
18	0.0128045842947	BC16_run3
19	0.00748965783576	BC16_run3
20	0.00935232013606	BC16_run3
21	0.00466153183007	BC16_run3
22	0.0123462328386	BC16_run3
23	0.00550021747314	BC16_run3
24	0.00132629357508	BC16_run3
25	0.00477855773375	BC16_run3
26	2.92604651517e-05	BC16_run3
27	0.0	BC16_run3
28	0.000380507628397	BC16_run3
29	0.0	BC16_run3
30	0.00187389048847	BC16_run3
31	0.00689174157531	BC16_run3
32	0.011668067974	BC16_run3
33	0.0112020907965	BC16_run3
34	0.00214925900388	BC16_run3
35	0.00420221036265	BC16_run3
36	0.00224850034803	BC16_run3
37	0.0116778783427	BC16_run3
38	0.00539191701732	BC16_run3
39	0.00128286032021	BC16_run3
40	0.000107806842285	BC16_run3
41	0.00382574346703	BC16_run3
42	0.00146299084816	BC16_run3
43	0.00198554971959	BC16_run3
44	0.00206680423053	BC16_run3
45	0.00205994092996	BC16_run3
46	0.00645779995592	BC16_run3
47	0.000306734595517	BC16_run3
48	0.00110066132889	BC16_run3
49	0.000447221902265	BC16_run3
50	0.00566962676319	BC16_run3
51	0.00187853324125	BC16_run3
52	0.00501255092626	BC16_run3
53	0.000372263099058	BC16_run3
54	0.0	BC16_run3
55	0.0	BC16_run3
56	0.000295278156096	BC16_run3
57	0.000378540130318	BC16_run3
58	0.00137795480041	BC16_run3
59	0.0	BC16_run3
60	0.00173523963088	BC16_run3
61	0.00108668519117	BC16_run3
62	0.00618009360319	BC16_run3
63	0.0052897139291	BC16_run3
64	0.000394153447346	BC16_run3
65	0.00359555096184	BC16_run3
66	0.00398169502272	BC16_run3
67	0.00121080350884	BC16_run3
68	0.000440325783838	BC16_run3
69	0.00256100166788	BC16_run3
70	0.00362085485668	BC16_run3
71	0.000401161074768	BC16_run3
72	4.71705122034e-05	BC16_run3
73	0.00092876094003	BC16_run3
74	0.0	BC16_run3
75	0.0	BC16_run3
1	0.317999113929	BC8_run2
2	0.0638199646207	BC8_run2
3	0.0685403135793	BC8_run2
4	0.0634389499065	BC8_run2
5	0.0666775749768	BC8_run2
6	0.0620207284705	BC8_run2
7	0.205790280611	BC8_run2
8	0.0386941609707	BC8_run2
9	0.0102873972821	BC8_run2
10	0.0131873426065	BC8_run2
11	0.0112399340675	BC8_run2
12	0.013801199646	BC8_run2
13	0.0109012543216	BC8_run2
14	0.0127639929241	BC8_run2
15	0.0225010356192	BC8_run2
16	0.195545218297	BC8_run2
17	0.371044829133	BC8_run2
18	0.203906374524	BC8_run2
19	0.0843524242167	BC8_run2
20	0.0900041424766	BC8_run2
21	0.10651478009	BC8_run2
22	0.120506487093	BC8_run2
23	0.0797802476469	BC8_run2
24	0.0376781217329	BC8_run2
25	0.0386518260024	BC8_run2
26	0.0311246808132	BC8_run2
27	0.0276797468119	BC8_run2
28	0.0330885094326	BC8_run2
29	0.0329892311454	BC8_run2
30	0.0201750268347	BC8_run2
31	0.0420124782572	BC8_run2
32	0.0631662780707	BC8_run2
33	0.304678366542	BC8_run2
34	0.216469274326	BC8_run2
35	0.218177049158	BC8_run2
36	0.0978345430868	BC8_run2
37	0.186999589777	BC8_run2
38	0.0212812682786	BC8_run2
39	0.00484392059284	BC8_run2
40	0.00480256975733	BC8_run2
41	0.00486724742068	BC8_run2
42	0.00108413458319	BC8_run2
43	0.00333802996275	BC8_run2
44	0.00353014306224	BC8_run2
45	0.0	BC8_run2
46	0.00285085517145	BC8_run2
47	0.00723537109048	BC8_run2
48	0.00178792714963	BC8_run2
49	0.0017669661213	BC8_run2
50	0.00238487038229	BC8_run2
51	0.00106489490872	BC8_run2
52	0.001256852509	BC8_run2
53	0.000490077006013	BC8_run2
54	0.00547730445863	BC8_run2
55	0.0021958254161	BC8_run2
56	0.00189788160162	BC8_run2
57	0.00223970423959	BC8_run2
58	0.00761674420669	BC8_run2
59	0.00452434031063	BC8_run2
60	0.00505939019618	BC8_run2
61	0.00290414609563	BC8_run2
62	0.00213606521834	BC8_run2
63	0.00254277035899	BC8_run2
64	0.000919142794605	BC8_run2
65	0.000556303950785	BC8_run2
66	0.000214198397839	BC8_run2
67	0.00132913754623	BC8_run2
68	0.0012880202099	BC8_run2
69	0.00094933301804	BC8_run2
70	0.000195933039666	BC8_run2
71	0.000875411634965	BC8_run2
72	0.00218462877361	BC8_run2
73	0.000143779626091	BC8_run2
74	0.0	BC8_run2
75	0.0	BC8_run2
1	0.0160615471029	BC6_run1
2	0.00540562707138	BC6_run1
3	0.077138919645	BC6_run1
4	0.0110287218985	BC6_run1
5	0.00400762007016	BC6_run1
6	0.0139490031899	BC6_run1
7	0.00528135978238	BC6_run1
8	0.00820164107382	BC6_run1
9	0.00546776071588	BC6_run1
10	0.00624443127211	BC6_run1
11	0.00419402100366	BC6_run1
12	0.0044114887594	BC6_run1
13	0.00534349342688	BC6_run1
14	0.00469109015965	BC6_run1
15	0.0204730358623	BC6_run1
16	0.00375908549217	BC6_run1
17	0.0141043373012	BC6_run1
18	0.00260961306894	BC6_run1
19	0.00248534577994	BC6_run1
20	0.0022678780242	BC6_run1
21	0.00351055091417	BC6_run1
22	0.00236107849095	BC6_run1
23	0.00382121913667	BC6_run1
24	0.00313774904718	BC6_run1
25	0.000776670556233	BC6_run1
26	9.3729877367e-05	BC6_run1
27	0.0	BC6_run1
28	0.0	BC6_run1
29	0.000158085571087	BC6_run1
30	0.00123752479809	BC6_run1
31	0.0003818632764	BC6_run1
32	0.0	BC6_run1
33	0.000351461617037	BC6_run1
34	0.000416175259725	BC6_run1
35	0.000256608305384	BC6_run1
36	0.00093261562665	BC6_run1
37	0.00016119578905	BC6_run1
38	0.00100222234723	BC6_run1
39	0.000259393447332	BC6_run1
40	0.00107316689274	BC6_run1
41	0.00143451441687	BC6_run1
42	0.00307237334958	BC6_run1
43	0.000196541524311	BC6_run1
44	0.00141318461811	BC6_run1
45	0.00264068758223	BC6_run1
46	0.00159228167994	BC6_run1
47	0.00283510811101	BC6_run1
48	0.00757250336909	BC6_run1
49	0.00669273582561	BC6_run1
50	0.00580342712616	BC6_run1
51	0.00612921883275	BC6_run1
52	0.00578100138506	BC6_run1
53	0.00335648950177	BC6_run1
54	0.0086578832019	BC6_run1
55	0.010335349333	BC6_run1
56	0.00664796227172	BC6_run1
57	0.00964752067889	BC6_run1
58	0.0102164975412	BC6_run1
59	0.00360948651523	BC6_run1
60	0.0084160849474	BC6_run1
61	0.00552493818975	BC6_run1
62	0.0126235944874	BC6_run1
63	0.00512904314718	BC6_run1
64	0.0058664321158	BC6_run1
65	0.00152068430794	BC6_run1
66	0.0033712924813	BC6_run1
67	0.0025368180892	BC6_run1
68	0.001784205242	BC6_run1
69	0.00192042808385	BC6_run1
70	0.00128309983676	BC6_run1
71	0.000458624177499	BC6_run1
72	0.0	BC6_run1
73	0.00101403189683	BC6_run1
74	0.0	BC6_run1
75	0.0	BC6_run1
1	0.320041936715	BC7_run2
2	0.0657279433639	BC7_run2
3	0.0709215945693	BC7_run2
4	0.0669388983082	BC7_run2
5	0.0699528306139	BC7_run2
6	0.0593233372142	BC7_run2
7	0.206225627009	BC7_run2
8	0.0373781426131	BC7_run2
9	0.0091898025215	BC7_run2
10	0.0129437628487	BC7_run2
11	0.0110600551577	BC7_run2
12	0.0138721616393	BC7_run2
13	0.0102392968065	BC7_run2
14	0.012459380871	BC7_run2
15	0.0237885371274	BC7_run2
16	0.195676863939	BC7_run2
17	0.369247072617	BC7_run2
18	0.204368829428	BC7_run2
19	0.0858028853289	BC7_run2
20	0.0873098514818	BC7_run2
21	0.105662546415	BC7_run2
22	0.121001309042	BC7_run2
23	0.0803939532445	BC7_run2
24	0.039302215469	BC7_run2
25	0.0404997153583	BC7_run2
26	0.0323523643894	BC7_run2
27	0.0283426007214	BC7_run2
28	0.0345320262961	BC7_run2
29	0.034935153309	BC7_run2
30	0.0193735114381	BC7_run2
31	0.0420716729885	BC7_run2
32	0.0634219983152	BC7_run2
33	0.303980294009	BC7_run2
34	0.217470495582	BC7_run2
35	0.219546987962	BC7_run2
36	0.100761372953	BC7_run2
37	0.184672043921	BC7_run2
38	0.0207903934531	BC7_run2
39	0.00524489658654	BC7_run2
40	0.00504385914228	BC7_run2
41	0.00496428165348	BC7_run2
42	0.00121084613384	BC7_run2
43	0.00363370658894	BC7_run2
44	0.0036486080084	BC7_run2
45	1.36199868404e-05	BC7_run2
46	0.0028479919068	BC7_run2
47	0.00702154318522	BC7_run2
48	0.00189605343979	BC7_run2
49	0.00182868721683	BC7_run2
50	0.00260766267822	BC7_run2
51	0.00107914047417	BC7_run2
52	0.00131215443183	BC7_run2
53	0.000506491232705	BC7_run2
54	0.00551996494617	BC7_run2
55	0.00243959668259	BC7_run2
56	0.00215321156305	BC7_run2
57	0.00222319963715	BC7_run2
58	0.00709854761244	BC7_run2
59	0.00427642421083	BC7_run2
60	0.00480147483697	BC7_run2
61	0.00333129830469	BC7_run2
62	0.00224504856605	BC7_run2
63	0.00272903118566	BC7_run2
64	0.00106199059794	BC7_run2
65	0.00046930186103	BC7_run2
66	0.000165813349716	BC7_run2
67	0.00106506230476	BC7_run2
68	0.00133000554862	BC7_run2
69	0.00130651457354	BC7_run2
70	0.000251714067922	BC7_run2
71	0.000759366789347	BC7_run2
72	0.00241773686096	BC7_run2
73	0.000321396169447	BC7_run2
74	0.0	BC7_run2
75	0.0	BC7_run2
1	0.000249558353702	BC8_run3
2	0.0014397597329	BC8_run3
3	0.0010462254059	BC8_run3
4	0.00373377690731	BC8_run3
5	0.0795035324505	BC8_run3
6	0.00203486042249	BC8_run3
7	0.00317706981059	BC8_run3
8	0.00195807323674	BC8_run3
9	0.0113741018899	BC8_run3
10	0.00310988102305	BC8_run3
11	0.00927205267985	BC8_run3
12	0.00789948173449	BC8_run3
13	0.0272978445357	BC8_run3
14	0.0132649863391	BC8_run3
15	0.0127178776406	BC8_run3
16	0.0146375572844	BC8_run3
17	0.0126314920566	BC8_run3
18	0.013303379932	BC8_run3
19	0.00791867853093	BC8_run3
20	0.00904169112259	BC8_run3
21	0.00480879750787	BC8_run3
22	0.0123531385082	BC8_run3
23	0.00560546456007	BC8_run3
24	0.00117100458276	BC8_run3
25	0.0049239782865	BC8_run3
26	1.92016657829e-05	BC8_run3
27	0.0	BC8_run3
28	0.00041302567723	BC8_run3
29	0.0	BC8_run3
30	0.00198909285258	BC8_run3
31	0.00676625426795	BC8_run3
32	0.0112870354649	BC8_run3
33	0.0105975773861	BC8_run3
34	0.00206817015904	BC8_run3
35	0.00426240069953	BC8_run3
36	0.00233862681031	BC8_run3
37	0.0115614181326	BC8_run3
38	0.00546901786934	BC8_run3
39	0.0013965756735	BC8_run3
40	0.000183044280724	BC8_run3
41	0.00370976137466	BC8_run3
42	0.00172506243955	BC8_run3
43	0.00235186707402	BC8_run3
44	0.00218842935943	BC8_run3
45	0.00218885308727	BC8_run3
46	0.0067800984532	BC8_run3
47	0.00036657538618	BC8_run3
48	0.000916632292956	BC8_run3
49	0.000453585029918	BC8_run3
50	0.00542485547152	BC8_run3
51	0.00141927360032	BC8_run3
52	0.00466431873424	BC8_run3
53	0.000357396208277	BC8_run3
54	0.0	BC8_run3
55	0.0	BC8_run3
56	0.000174014425796	BC8_run3
57	0.000290113118973	BC8_run3
58	0.00139289049346	BC8_run3
59	0.0	BC8_run3
60	0.00163564680249	BC8_run3
61	0.000881003616084	BC8_run3
62	0.0054717760465	BC8_run3
63	0.00556079611612	BC8_run3
64	0.000377973415094	BC8_run3
65	0.00308489754454	BC8_run3
66	0.00375846820763	BC8_run3
67	0.00126361238593	BC8_run3
68	0.00052561517416	BC8_run3
69	0.00225937530718	BC8_run3
70	0.00341420661239	BC8_run3
71	0.00018849787925	BC8_run3
72	1.01075677685e-05	BC8_run3
73	0.000771336777696	BC8_run3
74	0.0	BC8_run3
75	0.0	BC8_run3
1	0.0163911756817	BC10_run1
2	0.00560534352327	BC10_run1
3	0.0872871220042	BC10_run1
4	0.0109228821224	BC10_run1
5	0.00405667893127	BC10_run1
6	0.0128552866133	BC10_run1
7	0.00560534352327	BC10_run1
8	0.00826411282282	BC10_run1
9	0.005701278498	BC10_run1
10	0.00629059334274	BC10_run1
11	0.00404297393488	BC10_run1
12	0.00423484388433	BC10_run1
13	0.00530383360271	BC10_run1
14	0.00471451875796	BC10_run1
15	0.0196255548296	BC10_run1
16	0.00402926893849	BC10_run1
17	0.0136775863966	BC10_run1
18	0.00305621419484	BC10_run1
19	0.00243948935732	BC10_run1
20	0.00276840927066	BC10_run1
21	0.00433077885906	BC10_run1
22	0.00274099927788	BC10_run1
23	0.00391962896737	BC10_run1
24	0.00345365909013	BC10_run1
25	0.00106898971837	BC10_run1
26	0.000288013850998	BC10_run1
27	1.37222907498e-05	BC10_run1
28	1.37307582303e-05	BC10_run1
29	0.000178593213018	BC10_run1
30	0.00140204817245	BC10_run1
31	0.000481296144268	BC10_run1
32	5.50389992589e-05	BC10_run1
33	0.000509371751895	BC10_run1
34	0.000495915994035	BC10_run1
35	0.000330765855261	BC10_run1
36	0.000978992206119	BC10_run1
37	0.000151760309216	BC10_run1
38	0.000841947770253	BC10_run1
39	0.000179530783867	BC10_run1
40	0.000980997796347	BC10_run1
41	0.00145124240171	BC10_run1
42	0.00215672118655	BC10_run1
43	6.91470353623e-05	BC10_run1
44	0.00150792254203	BC10_run1
45	0.00268492563725	BC10_run1
46	0.00234012676287	BC10_run1
47	0.00271581629055	BC10_run1
48	0.00780544451244	BC10_run1
49	0.00601954437874	BC10_run1
50	0.0060913584437	BC10_run1
51	0.00559427745673	BC10_run1
52	0.00555514432057	BC10_run1
53	0.00326592056364	BC10_run1
54	0.00688308188531	BC10_run1
55	0.00872362754869	BC10_run1
56	0.00630660895029	BC10_run1
57	0.00902708250127	BC10_run1
58	0.00876717491657	BC10_run1
59	0.00285967252146	BC10_run1
60	0.00609973385898	BC10_run1
61	0.00504208535063	BC10_run1
62	0.0103843016194	BC10_run1
63	0.00441962307049	BC10_run1
64	0.00544427068186	BC10_run1
65	0.00123308432503	BC10_run1
66	0.00251136533112	BC10_run1
67	0.00282327043433	BC10_run1
68	0.00201168946323	BC10_run1
69	0.00207729428322	BC10_run1
70	0.00106857593165	BC10_run1
71	0.000558525047056	BC10_run1
72	4.37184143564e-05	BC10_run1
73	0.000530881535035	BC10_run1
74	0.0	BC10_run1
75	0.0	BC10_run1
1	0.309531006461	BC15_run2
2	0.0616812551484	BC15_run2
3	0.066716981325	BC15_run2
4	0.061860189581	BC15_run2
5	0.0645314250402	BC15_run2
6	0.0587416180402	BC15_run2
7	0.199115680472	BC15_run2
8	0.0349433384947	BC15_run2
9	0.0093812766844	BC15_run2
10	0.0122953517308	BC15_run2
11	0.0110044676094	BC15_run2
12	0.0131772428632	BC15_run2
13	0.00966245936431	BC15_run2
14	0.0117713294637	BC15_run2
15	0.0206030218191	BC15_run2
16	0.190526827703	BC15_run2
17	0.363863168839	BC15_run2
18	0.197850358412	BC15_run2
19	0.082220371813	BC15_run2
20	0.0856201260337	BC15_run2
21	0.10236327652	BC15_run2
22	0.117828323915	BC15_run2
23	0.0766734044001	BC15_run2
24	0.0368860551923	BC15_run2
25	0.0379340997265	BC15_run2
26	0.0303837375295	BC15_run2
27	0.0266542442122	BC15_run2
28	0.0323997168669	BC15_run2
29	0.0330198747163	BC15_run2
30	0.0175103146497	BC15_run2
31	0.0404399187671	BC15_run2
32	0.0603951892673	BC15_run2
33	0.297558789298	BC15_run2
34	0.20943118909	BC15_run2
35	0.211462171902	BC15_run2
36	0.0968941956648	BC15_run2
37	0.179110670009	BC15_run2
38	0.0218988440181	BC15_run2
39	0.00522499844662	BC15_run2
40	0.00459936983494	BC15_run2
41	0.00524602979693	BC15_run2
42	0.00131247138619	BC15_run2
43	0.00315515304102	BC15_run2
44	0.00360974574627	BC15_run2
45	3.87194547062e-05	BC15_run2
46	0.00289552144269	BC15_run2
47	0.00717251822454	BC15_run2
48	0.00186711218038	BC15_run2
49	0.00154532831019	BC15_run2
50	0.00240707518766	BC15_run2
51	0.00123889089792	BC15_run2
52	0.0015556842808	BC15_run2
53	0.000393724762243	BC15_run2
54	0.00539490010882	BC15_run2
55	0.00252015197968	BC15_run2
56	0.00227545071784	BC15_run2
57	0.00246789612121	BC15_run2
58	0.00682776918946	BC15_run2
59	0.00518899788013	BC15_run2
60	0.00543457111841	BC15_run2
61	0.00333910046249	BC15_run2
62	0.00251310632237	BC15_run2
63	0.00278144906441	BC15_run2
64	0.00126677299387	BC15_run2
65	0.00071176822527	BC15_run2
66	0.000233961041633	BC15_run2
67	0.00118999287941	BC15_run2
68	0.00157317198807	BC15_run2
69	0.00150274778134	BC15_run2
70	0.000370091325728	BC15_run2
71	0.00093438020333	BC15_run2
72	0.00240055233322	BC15_run2
73	0.000336136874935	BC15_run2
74	0.0	BC15_run2
75	0.0	BC15_run2
1	0.0164699056536	BC11_run1
2	0.00623952145301	BC11_run1
3	0.0862796164558	BC11_run1
4	0.0114053590196	BC11_run1
5	0.00431499373212	BC11_run1
6	0.0118510391234	BC11_run1
7	0.00516583756662	BC11_run1
8	0.00806275824123	BC11_run1
9	0.00538867761851	BC11_run1
10	0.00625977963955	BC11_run1
